Feature,Normalized.Dispersion
ENSG00000169379,-1.4248753295582142
ENSG00000178750,1.9190940585744882
ENSG00000178700,0.0356847389146054
ENSG00000178694,-0.0898132673410474
ENSG00000269028,11.28480008470324
ENSG00000080224,1.6509561043293317
ENSG00000113966,3.4227743067065637
ENSG00000080200,1.466094363069277
ENSG00000170854,-0.613469946649752
ENSG00000080822,-1.578012225574621
ENSG00000248839,NaN
ENSG00000286602,NaN
ENSG00000080819,-0.644155631537081
ENSG00000064225,2.989893288587144
ENSG00000057019,0.5740031469706425
ENSG00000239462,4.636606189391575
ENSG00000240476,-1.1459765637812511
ENSG00000144810,NaN
ENSG00000184220,0.6448535714217413
ENSG00000168386,2.3385054542245225
ENSG00000287378,1.847269957348238
ENSG00000036054,1.7129086736565886
ENSG00000114021,-1.083971615973698
ENSG00000154174,-0.3325511354481639
ENSG00000206535,1.4201990471046178
ENSG00000181458,-0.5171644184532765
ENSG00000114354,0.7168635646046538
ENSG00000154175,1.3471957077411678
ENSG00000138468,1.148035650454453
ENSG00000174173,0.6048389978227774
ENSG00000081154,-1.040457015762382
ENSG00000066422,-1.0165450202570854
ENSG00000256628,-0.42522147148835954
ENSG00000114391,-1.185476801997674
ENSG00000286699,-1.3774131462821233
ENSG00000182504,3.230790489972457
ENSG00000144815,-0.5969441410984402
ENSG00000144802,3.538395012424665
ENSG00000287682,1.8520108867847382
ENSG00000170044,NaN
ENSG00000170017,1.5750275813325818
ENSG00000114423,2.0346376069827223
ENSG00000242759,-1.326835054571733
ENSG00000243701,1.5142123280596478
ENSG00000239828,NaN
ENSG00000273125,NaN
ENSG00000114439,-0.2645080700380739
ENSG00000279277,1.046262111530516
ENSG00000196776,2.8323000490467263
ENSG00000114446,-2.1107396620449608
ENSG00000144821,-0.5961430471427016
ENSG00000163507,-2.337627701270473
ENSG00000198919,0.6997265455122437
ENSG00000214381,NaN
ENSG00000242242,2.518227678421808
ENSG00000177707,3.82281508661994
ENSG00000153283,0.2564315578237531
ENSG00000177494,NaN
ENSG00000240891,3.724131696993605
ENSG00000144824,1.4539290445190944
ENSG00000286492,NaN
ENSG00000144827,-0.003923883658853155
ENSG00000176040,NaN
ENSG00000114529,0.6997838243413314
ENSG00000172139,3.073493956169453
ENSG00000239482,NaN
ENSG00000144848,-1.081582903811955
ENSG00000138459,-0.2772470716977117
ENSG00000091986,0.8805425406878398
ENSG00000163606,NaN
ENSG00000272844,NaN
ENSG00000163607,1.1605429448990268
ENSG00000163608,3.151014988616046
ENSG00000240057,1.4784975091150032
ENSG00000144857,0.4850527355477442
ENSG00000206530,0.3061330538764585
ENSG00000243849,0.72748273287512
ENSG00000163611,0.22091422026168303
ENSG00000072858,5.210494465745224
ENSG00000239453,NaN
ENSG00000176542,1.3976184506316771
ENSG00000121579,-0.18378694314097854
ENSG00000114573,0.04872983850475545
ENSG00000178075,NaN
ENSG00000184307,-0.9419730471893103
ENSG00000163617,-1.988791591833771
ENSG00000151576,-0.7222150426137868
ENSG00000181722,2.3306692030281435
ENSG00000241560,-1.5498092394328276
ENSG00000242290,1.3610966027034899
ENSG00000241295,5.9082332611467745
ENSG00000242880,-0.20631889541946358
ENSG00000172020,NaN
ENSG00000185565,2.90387592347026
ENSG00000241397,NaN
ENSG00000239268,3.6546282711804894
ENSG00000242816,NaN
ENSG00000144847,1.531436152162931
ENSG00000163424,NaN
ENSG00000114638,1.6215275064068777
ENSG00000121578,-1.7048850129551893
ENSG00000240254,1.5052326692263276
ENSG00000031081,7.082251582401052
ENSG00000176142,1.8930412805166952
ENSG00000163389,-0.507812909795292
ENSG00000272662,NaN
ENSG00000113845,-0.1743317007997515
ENSG00000144843,NaN
ENSG00000121577,NaN
ENSG00000138495,-0.9883918854084808
ENSG00000183833,NaN
ENSG00000144852,NaN
ENSG00000082701,1.5123669558370614
ENSG00000242622,-0.6664436370987573
ENSG00000175697,-1.5745596362587866
ENSG00000163428,0.783577986460282
ENSG00000163430,1.5543041691605366
ENSG00000065518,0.00105360722150114
ENSG00000113924,-0.9431839290034726
ENSG00000144840,-0.6376321572546091
ENSG00000153767,0.6669893839639255
ENSG00000286827,NaN
ENSG00000145087,NaN
ENSG00000287022,-1.0771516190448638
ENSG00000051341,0.37615156211071826
ENSG00000180353,-0.7881530716277491
ENSG00000173230,1.886749045017464
ENSG00000173226,1.3335230939717153
ENSG00000145088,-1.0717756134232936
ENSG00000163406,-1.3852333530504668
ENSG00000036828,NaN
ENSG00000121552,NaN
ENSG00000160124,-1.102673064219102
ENSG00000114023,-2.641201152350931
ENSG00000196981,-0.9912008465111172
ENSG00000272758,1.6165789110351803
ENSG00000114030,1.2040386819354647
ENSG00000287207,NaN
ENSG00000138496,-0.3655406292221445
ENSG00000163840,0.11648992155278204
ENSG00000173193,-0.20757622680404855
ENSG00000169087,1.0274453088138358
ENSG00000138463,2.2576011268893073
ENSG00000273033,0.9385649254518165
ENSG00000082684,NaN
ENSG00000065485,1.4906396679304705
ENSG00000121542,1.382145064645162
ENSG00000273454,NaN
ENSG00000173175,3.2332047596690963
ENSG00000272678,NaN
ENSG00000206527,-0.19369649613061693
ENSG00000239523,0.39296614900666316
ENSG00000065534,1.1608502018972935
ENSG00000175455,0.18469598046960778
ENSG00000160145,3.619614064196034
ENSG00000114491,-1.1762019238781687
ENSG00000082781,2.4281914427984534
ENSG00000244286,3.0981828273190235
ENSG00000173702,0.4200836960607872
ENSG00000173706,0.2898857373108457
ENSG00000221955,0.9583345282920248
ENSG00000163848,0.19737715744238038
ENSG00000114520,-0.596467128827419
ENSG00000144909,0.10958290435302381
ENSG00000284624,-0.9278909816996284
ENSG00000241288,1.061115854524109
ENSG00000189366,NaN
ENSG00000114544,-1.3640009170252632
ENSG00000144908,NaN
ENSG00000287232,NaN
ENSG00000250934,NaN
ENSG00000070476,0.9498199034649851
ENSG00000180767,-1.7093171754110845
ENSG00000288436,-1.6686869535914022
ENSG00000197763,1.8677029297419165
ENSG00000159685,-0.5523106339656796
ENSG00000114554,0.8155955920000942
ENSG00000239921,NaN
ENSG00000163870,0.468918163237459
ENSG00000073111,-1.454023650816169
ENSG00000114631,-0.3406625394079706
ENSG00000114626,-1.2944107166085561
ENSG00000074416,-0.47638011102127364
ENSG00000058262,-0.8396986542177157
ENSG00000175792,-1.1497346899411869
ENSG00000132394,-0.12431947865899386
ENSG00000179348,0.07216581175753861
ENSG00000244300,-0.5147900108765601
ENSG00000163902,0.2982882774387453
ENSG00000075785,0.21985744162159793
ENSG00000261159,NaN
ENSG00000231305,NaN
ENSG00000287110,NaN
ENSG00000177646,-0.29803831426546795
ENSG00000114656,-0.41723042504572766
ENSG00000172780,0.2520893620322564
ENSG00000240682,-0.07316382317712522
ENSG00000273437,NaN
ENSG00000169714,-1.0615207095267882
ENSG00000181789,-0.14918770885250107
ENSG00000183624,0.6046961661596837
ENSG00000184897,-2.1665923164862577
ENSG00000206417,-0.7005973688161902
ENSG00000172771,3.952272806209463
ENSG00000129071,-0.4124583371256028
ENSG00000163913,2.233875090447486
ENSG00000004399,1.214353236329408
ENSG00000172765,1.371761287464255
ENSG00000203644,-1.5692373213505708
ENSG00000271270,0.457793930504996
ENSG00000250643,NaN
ENSG00000251287,-0.2918422787945921
ENSG00000196455,2.4076704892632557
ENSG00000017260,1.3108915035990996
ENSG00000250592,NaN
ENSG00000034533,-0.2748307892879024
ENSG00000114670,2.173835384179388
ENSG00000250608,NaN
ENSG00000198585,-1.8150726635102972
ENSG00000114686,-0.9170955129433066
ENSG00000196353,1.818468915194843
ENSG00000014257,NaN
ENSG00000138246,0.4168297093032282
ENSG00000240303,1.6524285530082965
ENSG00000081307,-1.993205031458971
ENSG00000113971,2.0771747152888578
ENSG00000248724,NaN
ENSG00000170819,-1.1452693187877987
ENSG00000091527,-0.12752834855865308
ENSG00000163781,-1.0687236375880456
ENSG00000091513,NaN
ENSG00000144867,1.1185585117814612
ENSG00000154917,-0.9793380055958981
ENSG00000163785,-0.6586546033072596
ENSG00000240006,NaN
ENSG00000114019,-1.2528430487504327
ENSG00000129055,-2.2989006610704497
ENSG00000182923,-1.6254524315089958
ENSG00000154928,1.811359242051302
ENSG00000240086,NaN
ENSG00000073711,1.5906069524349675
ENSG00000174579,0.06263593418477112
ENSG00000114054,1.8532195826552451
ENSG00000118007,2.394400840014304
ENSG00000168917,-0.5923705462108045
ENSG00000239213,0.2736303892380392
ENSG00000158092,0.20527422617712007
ENSG00000174564,1.2451023494041449
ENSG00000249407,NaN
ENSG00000066405,NaN
ENSG00000158163,-1.8126966152620272
ENSG00000138231,0.3772778978024665
ENSG00000114098,1.8692417475039123
ENSG00000181322,NaN
ENSG00000158186,-1.2385522786724688
ENSG00000158220,1.945079854759255
ENSG00000114107,-0.282298847720572
ENSG00000158234,-1.5344108783568844
ENSG00000051382,0.853061115812719
ENSG00000244578,NaN
ENSG00000183770,-0.7369466605472473
ENSG00000206262,2.3213460426881105
ENSG00000175110,-0.4789831721815749
ENSG00000184432,-0.3066746254859899
ENSG00000248932,2.357728738609527
ENSG00000248790,NaN
ENSG00000114115,-0.11448067382949517
ENSG00000163864,-1.7851116682184576
ENSG00000158258,1.1629792191099149
ENSG00000114120,-0.6827567262944747
ENSG00000175093,NaN
ENSG00000155893,-0.7890691357597133
ENSG00000249417,NaN
ENSG00000177311,1.0028782882973128
ENSG00000155903,1.5064557253917976
ENSG00000114125,-1.659646293069121
ENSG00000114124,NaN
ENSG00000069849,4.1408459583380735
ENSG00000244124,NaN
ENSG00000114126,2.0445114122996517
ENSG00000175066,0.272710304781997
ENSG00000114127,1.687709235953477
ENSG00000175054,2.9397887332954653
ENSG00000120756,-0.06588136112856414
ENSG00000287045,0.9614406987342868
ENSG00000144935,3.548028220310712
ENSG00000163710,-1.541537765533642
ENSG00000188582,-0.6923538656163339
ENSG00000241570,NaN
ENSG00000163714,-0.8976001577894239
ENSG00000268129,0.5181222358661082
ENSG00000181804,0.515073338497621
ENSG00000181744,2.7403137860369613
ENSG00000261051,1.230768291361959
ENSG00000243415,0.9540708370555461
ENSG00000240032,-1.6743444599403827
ENSG00000152952,5.759129954429862
ENSG00000114698,-1.5136995399775595
ENSG00000188313,-1.2165301856782078
ENSG00000144891,1.018185157613586
ENSG00000153002,NaN
ENSG00000163754,-0.6191981150712939
ENSG00000071794,0.11205255452824396
ENSG00000163755,1.5596214923340181
ENSG00000047457,2.197596084683972
ENSG00000244468,NaN
ENSG00000163762,-0.581722069181402
ENSG00000169908,3.5055388586019682
ENSG00000240541,0.47807435680466914
ENSG00000169903,0.14244446410521455
ENSG00000018408,6.031352164775491
ENSG00000241313,2.90193964841331
ENSG00000114744,-1.2308676534565959
ENSG00000206199,2.7944477541556694
ENSG00000082996,0.3349290588698669
ENSG00000070087,-1.7927114914382802
ENSG00000243944,NaN
ENSG00000196428,-0.5155979677001643
ENSG00000120742,-0.5744111525633172
ENSG00000144895,-1.7904882472046253
ENSG00000198843,-0.6062896503616935
ENSG00000163645,-0.9078351500790938
ENSG00000240137,0.945941942322121
ENSG00000287688,NaN
ENSG00000181788,-0.49277418312615434
ENSG00000244265,-0.5640604124853335
ENSG00000144893,1.2045908253018593
ENSG00000174946,NaN
ENSG00000174944,NaN
ENSG00000138271,NaN
ENSG00000152580,NaN
ENSG00000242908,8.28478552395218
ENSG00000114771,0.8782705787557911
ENSG00000198829,3.308300379715668
ENSG00000152601,1.2219495620795175
ENSG00000229619,-0.2614344554492151
ENSG00000243305,2.121947819037658
ENSG00000181467,-0.09014057294708788
ENSG00000238755,NaN
ENSG00000243486,5.817807035372013
ENSG00000243069,NaN
ENSG00000114790,-0.7982011116900087
ENSG00000174953,0.12255971009013975
ENSG00000174948,NaN
ENSG00000196549,NaN
ENSG00000240045,NaN
ENSG00000114805,3.68909190481999
ENSG00000174928,0.008304759229189163
ENSG00000169359,-1.4788744758610968
ENSG00000286585,0.30970084437207757
ENSG00000163655,-0.29943547154965516
ENSG00000288032,NaN
ENSG00000169282,NaN
ENSG00000287916,NaN
ENSG00000272990,NaN
ENSG00000114850,-1.0454886080229175
ENSG00000243926,-0.06409473723506981
ENSG00000163659,2.346073147208339
ENSG00000240875,0.5506338638316923
ENSG00000197980,-0.17444904497648633
ENSG00000163660,-0.33226723065660396
ENSG00000241770,NaN
ENSG00000243176,-1.3435390751619372
ENSG00000197415,NaN
ENSG00000163661,NaN
ENSG00000174899,0.3563330791268586
ENSG00000168779,-0.46759569954967123
ENSG00000174891,2.4317046310248553
ENSG00000243150,2.9047420473082406
ENSG00000178053,-1.0130388864329372
ENSG00000168827,-1.28428917261741
ENSG00000079257,-0.035845196961168786
ENSG00000118849,4.103697004028557
ENSG00000118855,-0.314135974948962
ENSG00000240207,-5.970491330796825
ENSG00000283154,2.0819817901935678
ENSG00000151967,NaN
ENSG00000244040,0.7897136492285454
ENSG00000180044,-0.4673675786891233
ENSG00000068885,-0.05779575627119152
ENSG00000113810,2.1846533420300203
ENSG00000213186,-1.7035897093472416
ENSG00000186432,-1.5323273778214337
ENSG00000179674,NaN
ENSG00000163590,0.5351047493982595
ENSG00000169255,NaN
ENSG00000169251,0.2573975843524926
ENSG00000196542,NaN
ENSG00000288087,1.614688235090988
ENSG00000241369,NaN
ENSG00000244128,-0.060279328347254274
ENSG00000114200,-1.8062971877701925
ENSG00000114209,-1.5057698915774869
ENSG00000163536,-0.24653635621339073
ENSG00000173905,0.3438742288209935
ENSG00000085276,2.6363682192822178
ENSG00000270141,NaN
ENSG00000184378,-0.7164119124599444
ENSG00000269889,NaN
ENSG00000085274,1.5377309373424584
ENSG00000008952,1.3308786369031043
ENSG00000173890,0.6772651894848558
ENSG00000173889,1.6519826686603458
ENSG00000163558,-0.3613682272533163
ENSG00000136603,0.9221548243460717
ENSG00000242578,0.6555692579204496
ENSG00000013297,0.6188507438088421
ENSG00000285051,NaN
ENSG00000163584,0.28856404983740175
ENSG00000163577,-0.28410265967657006
ENSG00000154310,3.5894127641167697
ENSG00000075651,0.9108309145932935
ENSG00000075420,3.707758928237964
ENSG00000121858,1.674110114535171
ENSG00000144959,3.446619268692766
ENSG00000287012,NaN
ENSG00000114346,2.0154737740222988
ENSG00000237473,NaN
ENSG00000169760,NaN
ENSG00000177694,1.6839907761825588
ENSG00000226779,NaN
ENSG00000177565,0.12816160847678856
ENSG00000231310,NaN
ENSG00000231574,NaN
ENSG00000223930,NaN
ENSG00000197584,NaN
ENSG00000237978,NaN
ENSG00000172667,0.2949955265282513
ENSG00000121879,0.5209331648819914
ENSG00000171121,-0.07341931443641973
ENSG00000121864,-0.8910738798437869
ENSG00000171109,-1.2123170279065292
ENSG00000114450,-1.1088929875781819
ENSG00000242539,NaN
ENSG00000136518,0.3068318454713606
ENSG00000136522,-0.10358045802825186
ENSG00000136521,-1.6099291082719405
ENSG00000058056,-0.6593987793586051
ENSG00000114757,NaN
ENSG00000239774,NaN
ENSG00000163728,1.8879358574951417
ENSG00000285336,NaN
ENSG00000114416,0.6234194204745293
ENSG00000205981,-0.964508131619888
ENSG00000242808,0.180837428174806
ENSG00000181449,0.9989320789968105
ENSG00000058063,3.597207168545385
ENSG00000043093,-0.6254298552685325
ENSG00000078070,1.8160621211429624
ENSG00000053524,3.717121869803981
ENSG00000176597,-0.8745659220892003
ENSG00000114796,2.2546283768968447
ENSG00000163872,1.628836552679918
ENSG00000180834,-0.2176878054893697
ENSG00000175193,-0.39934510180045024
ENSG00000114770,0.29874330983828196
ENSG00000272721,NaN
ENSG00000145191,-1.9937810725664622
ENSG00000161202,0.9128024301584795
ENSG00000161203,-0.9328412918167995
ENSG00000161204,-0.645125333868017
ENSG00000145198,NaN
ENSG00000214160,-1.6927398871629002
ENSG00000284753,-0.8556249794090357
ENSG00000163888,NaN
ENSG00000175166,-0.9120828789373961
ENSG00000114867,-0.08102500697194635
ENSG00000175182,0.2917726278715578
ENSG00000114859,-1.2128360158770464
ENSG00000163882,-1.7996702607329054
ENSG00000182580,NaN
ENSG00000177383,-0.6233767588821105
ENSG00000272970,NaN
ENSG00000156931,1.4635569844768628
ENSG00000113790,1.6727897530144207
ENSG00000073803,1.2646891603429833
ENSG00000163900,-0.09549774377837783
ENSG00000163898,1.5125641699315768
ENSG00000163904,-0.057995703702828444
ENSG00000073792,1.0290494458467754
ENSG00000136527,-1.5676687025922658
ENSG00000244405,-1.8727317539824568
ENSG00000058866,1.365117851790429
ENSG00000213139,NaN
ENSG00000113838,-0.08296622573652294
ENSG00000090520,-0.39785423753834925
ENSG00000197099,1.0689794945202586
ENSG00000145192,NaN
ENSG00000156976,-0.3856767706434673
ENSG00000163918,0.568930757883047
ENSG00000231724,3.113185650986404
ENSG00000232233,2.7646741257063296
ENSG00000073849,-0.20124302248931594
ENSG00000163923,-1.0646265709550362
ENSG00000113916,-0.8366789549741729
ENSG00000270959,0.4596837018623383
ENSG00000145012,4.347165847045243
ENSG00000188001,1.7226505317108873
ENSG00000073282,5.95863742800207
ENSG00000090530,2.1348483719355076
ENSG00000225764,NaN
ENSG00000163347,1.6565902567902975
ENSG00000113946,NaN
ENSG00000196083,4.845093511630832
ENSG00000152492,-1.7699178232162396
ENSG00000114279,1.8325187296657868
ENSG00000180611,0.27545207384694176
ENSG00000198836,0.6711562137994537
ENSG00000224855,NaN
ENSG00000214146,NaN
ENSG00000232874,NaN
ENSG00000114315,3.629193669371397
ENSG00000225742,NaN
ENSG00000214145,-0.5092368330741454
ENSG00000133657,0.7752165488067922
ENSG00000233058,NaN
ENSG00000231770,-0.5737704221905858
ENSG00000145014,-0.4870369105678089
ENSG00000229334,-0.6116872918145391
ENSG00000041802,0.09025874424438744
ENSG00000185112,-0.32047875344454
ENSG00000173950,1.8554794285324792
ENSG00000114331,2.034757538972929
ENSG00000229325,NaN
ENSG00000184203,-0.3435257379095899
ENSG00000189058,NaN
ENSG00000229178,NaN
ENSG00000176945,-2.9930060775730296
ENSG00000145113,NaN
ENSG00000223783,NaN
ENSG00000061938,0.30275174702076263
ENSG00000224614,NaN
ENSG00000072274,1.3862487572642113
ENSG00000163959,NaN
ENSG00000161217,-0.9659477254176505
ENSG00000213123,-1.4232398326024056
ENSG00000145107,2.385102413990853
ENSG00000163960,-1.0340070652576352
ENSG00000163961,-1.3972813547274316
ENSG00000214097,NaN
ENSG00000185798,-0.5995309466907609
ENSG00000174013,-2.2144966306466483
ENSG00000232065,-0.03647431730864626
ENSG00000163964,-0.2385581507159523
ENSG00000174007,-1.2405232497178271
ENSG00000180370,-0.6795612645162299
ENSG00000119231,1.9361636711602919
ENSG00000230732,NaN
ENSG00000114503,-0.49919960956453396
ENSG00000270170,-1.7309636939267954
ENSG00000119227,-0.22797589416650071
ENSG00000163975,1.5350500615377274
ENSG00000228109,-1.3810714540379778
ENSG00000075711,0.0032867807086704648
ENSG00000161267,-0.40397017835079596
ENSG00000286909,-0.9705785191387999
ENSG00000287286,NaN
ENSG00000145016,1.7038591389478606
ENSG00000122068,-0.8333847546705371
ENSG00000186001,-0.6056282138013502
ENSG00000114473,0.8153716441137332
ENSG00000182899,-1.0319439210316201
ENSG00000185621,-1.2726767156880976
ENSG00000272602,1.1596500992816705
ENSG00000250312,1.681830006590318
ENSG00000131127,2.1075735018633135
ENSG00000281016,0.35026274765492466
ENSG00000182903,1.1209175709843289
ENSG00000174227,-0.40219774766510485
ENSG00000169020,-1.3023638141270484
ENSG00000215375,-0.29422699388315465
ENSG00000169026,NaN
ENSG00000185619,-1.0823809388429397
ENSG00000272588,NaN
ENSG00000249592,2.90795640716719
ENSG00000168993,NaN
ENSG00000286205,NaN
ENSG00000178950,-0.4120766532653764
ENSG00000127419,1.9259380019560675
ENSG00000145214,-1.123482804013615
ENSG00000145217,NaN
ENSG00000127415,0.7253075407276542
ENSG00000127418,-1.2015640942804846
ENSG00000178222,1.0849138986180042
ENSG00000251652,0.08869803099028696
ENSG00000227189,NaN
ENSG00000159674,NaN
ENSG00000280927,NaN
ENSG00000159692,-0.10144700927623503
ENSG00000196810,-0.4783174567294482
ENSG00000090316,-1.2802373964690923
ENSG00000163945,1.6455924130988473
ENSG00000288380,2.507209767566955
ENSG00000244459,NaN
ENSG00000174137,-0.18371306414791083
ENSG00000163950,-0.818293903867562
ENSG00000270195,NaN
ENSG00000013810,0.5299256201836301
ENSG00000168936,-0.12098259577382718
ENSG00000068078,0.44874363498268005
ENSG00000168924,-1.5972576687418554
ENSG00000109685,3.0109288481493417
ENSG00000185049,0.23259109489688112
ENSG00000243449,-0.2348405229100677
ENSG00000185818,-0.7094736162779437
ENSG00000130997,-0.624897458054332
ENSG00000214367,-0.7573509923070406
ENSG00000123933,1.809065934806958
ENSG00000159733,-0.7366050815692177
ENSG00000206113,NaN
ENSG00000063978,1.4646831127344164
ENSG00000125386,0.5035427896599225
ENSG00000168884,-1.626971459869887
ENSG00000087266,-0.9991431994051491
ENSG00000087274,1.2845529884110347
ENSG00000109736,0.49439589179103494
ENSG00000249673,-0.9131600573585006
ENSG00000087269,-1.366324669611306
ENSG00000125388,-1
ENSG00000197386,0.07543416959924623
ENSG00000188981,NaN
ENSG00000159788,-1.643206797572255
ENSG00000175920,NaN
ENSG00000163956,0.6226712048767599
ENSG00000184160,-2.2947585516531617
ENSG00000132406,-1.2475949315624442
ENSG00000145220,-1.4798659165743087
ENSG00000168826,-0.7395436611959638
ENSG00000168824,NaN
ENSG00000168818,-0.13374994538776344
ENSG00000247708,0.8638617340230733
ENSG00000273396,NaN
ENSG00000163132,-1.310769547234664
ENSG00000152953,1.1496139990786904
ENSG00000173040,0.23178519167670536
ENSG00000072840,3.649312001343048
ENSG00000072832,0.029297172028307776
ENSG00000109501,-0.3756129965758245
ENSG00000074211,0.43134067476720805
ENSG00000013288,1.0150870107743615
ENSG00000179010,-1.1996703295744948
ENSG00000251580,-1.4345513741302234
ENSG00000170846,-0.4624874742448769
ENSG00000246526,NaN
ENSG00000163993,0.9807351838892246
ENSG00000178988,-0.49450224896562883
ENSG00000186222,-1.5735799774012702
ENSG00000170871,0.7247696348659635
ENSG00000132405,-0.6083266563136709
ENSG00000287104,-0.8117917807877053
ENSG00000173013,-3.8327649054714623
ENSG00000173011,-1.5475425664938418
ENSG00000109519,-1.3703908794145876
ENSG00000245468,NaN
ENSG00000184985,-1.2196174783324483
ENSG00000272620,NaN
ENSG00000196526,0.281090427312397
ENSG00000287164,-0.7344233172574833
ENSG00000163995,1.228884729583595
ENSG00000125089,-0.03810191733008792
ENSG00000170801,NaN
ENSG00000251615,NaN
ENSG00000087008,0.12939804462010734
ENSG00000155275,1.3334807317488668
ENSG00000251186,NaN
ENSG00000205959,NaN
ENSG00000215612,NaN
ENSG00000229924,NaN
ENSG00000287117,NaN
ENSG00000109667,-0.1429938041801673
ENSG00000261490,NaN
ENSG00000071127,-0.6523461993809277
ENSG00000178163,-0.9261629339887678
ENSG00000002587,-0.09905432085612854
ENSG00000287778,1.8161934382102907
ENSG00000249631,NaN
ENSG00000157869,4.032027876146962
ENSG00000109705,NaN
ENSG00000038219,0.8529565333285057
ENSG00000250634,0.8817054335959597
ENSG00000249988,NaN
ENSG00000248360,NaN
ENSG00000247624,NaN
ENSG00000137449,0.4821281724214481
ENSG00000249252,4.213645663120138
ENSG00000048342,1.389368741841045
ENSG00000118564,0.13207487504371168
ENSG00000237765,-2.0497239392082567
ENSG00000109743,0.8065933992341301
ENSG00000004468,2.7323674903639787
ENSG00000137440,-0.49432348999360504
ENSG00000007062,NaN
ENSG00000169762,2.3375233638587445
ENSG00000263327,1.4753914537208324
ENSG00000286888,NaN
ENSG00000151552,-1.7165808050820903
ENSG00000002549,-1.7264146681556778
ENSG00000249502,NaN
ENSG00000118579,-1.2666127960849694
ENSG00000047662,0.8013078664043272
ENSG00000163257,-1.2321971870605644
ENSG00000109805,-2.9976579864785826
ENSG00000178177,1.7959752902201185
ENSG00000248515,0.12491982061522605
ENSG00000163138,1.4666680949921296
ENSG00000185774,-0.28426215891355977
ENSG00000250039,NaN
ENSG00000152990,2.4327187710897786
ENSG00000109819,2.9024524146751642
ENSG00000109606,0.5537755236251737
ENSG00000181982,-1.1345301078539776
ENSG00000153012,NaN
ENSG00000109618,0.5095372234166786
ENSG00000281501,-1.1791392724283352
ENSG00000038210,0.27993583982268094
ENSG00000168228,0.049177508884789965
ENSG00000053900,-1.2956667141248208
ENSG00000091490,1.8517884110085994
ENSG00000250317,-1.5804302017936362
ENSG00000168214,1.0394391637795473
ENSG00000109680,3.1684121961490423
ENSG00000109689,0.8547869290370738
ENSG00000240005,NaN
ENSG00000286321,0.28795903007594464
ENSG00000250064,NaN
ENSG00000248338,NaN
ENSG00000169851,NaN
ENSG00000251129,2.876867302112646
ENSG00000286212,-1.3019385384162157
ENSG00000248685,NaN
ENSG00000047365,2.9914415436939668
ENSG00000247193,NaN
ENSG00000181826,-0.13585015021240104
ENSG00000169299,-1.0802563502378781
ENSG00000065882,-1.5171745510863488
ENSG00000251635,NaN
ENSG00000231160,-0.8597705035764411
ENSG00000109787,1.5548957055298605
ENSG00000174125,-1.453538743245706
ENSG00000174130,-1.0347231774885277
ENSG00000197712,-0.8651829822387124
ENSG00000121895,-0.09765331538756668
ENSG00000109790,1.1498678462744978
ENSG00000249207,-0.18359713912315645
ENSG00000249685,NaN
ENSG00000157796,1.2378298984576903
ENSG00000035928,-0.8206247539780736
ENSG00000134962,1.0902217042834408
ENSG00000163682,-1.0778394468850658
ENSG00000121897,-0.2263888169940065
ENSG00000109814,1.7106738975165983
ENSG00000249348,-0.8883609074905285
ENSG00000287262,NaN
ENSG00000163683,-1.0384439506614784
ENSG00000286349,NaN
ENSG00000255458,NaN
ENSG00000078140,0.7300135752518516
ENSG00000121892,0.7414157356406634
ENSG00000078177,-0.8141893038815886
ENSG00000168421,NaN
ENSG00000174343,NaN
ENSG00000163694,0.40729842351794177
ENSG00000179299,-0.5861245371889867
ENSG00000163697,2.5937901513452046
ENSG00000251173,NaN
ENSG00000154277,-0.2762172789544582
ENSG00000064042,4.696789447676902
ENSG00000109133,-0.2833684067479011
ENSG00000014824,1.5181259253852457
ENSG00000124406,3.3681958405980272
ENSG00000286891,NaN
ENSG00000183783,NaN
ENSG00000177752,NaN
ENSG00000151806,0.05758739167775342
ENSG00000163281,-0.8005455586126349
ENSG00000272936,NaN
ENSG00000169019,-1.1983346308175977
ENSG00000145246,2.7733139709678323
ENSG00000145244,1.8598040861225347
ENSG00000282917,-0.23132947569220735
ENSG00000170448,1.88609958544812
ENSG00000163293,2.4638455276358737
ENSG00000074966,5.1947300969157
ENSG00000135605,-0.05444323617545061
ENSG00000109171,0.6153637779526793
ENSG00000145248,-1.024438126648947
ENSG00000075539,0.6496450697515991
ENSG00000109180,1.9511974745365641
ENSG00000248256,NaN
ENSG00000145247,-0.56460888349489
ENSG00000109184,0.8174105240557068
ENSG00000272576,NaN
ENSG00000188993,NaN
ENSG00000163069,-2.0036630020218857
ENSG00000163071,-1.2500662406157226
ENSG00000109189,0.543723703404948
ENSG00000248866,NaN
ENSG00000250302,0.5840703621427554
ENSG00000226950,-1.0643397029334285
ENSG00000286161,NaN
ENSG00000226887,0.2766806087507201
ENSG00000184178,3.163928522210515
ENSG00000145216,0.11359972626506629
ENSG00000248494,NaN
ENSG00000272650,NaN
ENSG00000109220,0.600484249364584
ENSG00000134853,NaN
ENSG00000128039,-0.8191803066533413
ENSG00000134851,-0.9441780779859508
ENSG00000134852,0.7965284957761243
ENSG00000109255,-3.583605977499872
ENSG00000090989,1.96748999892912
ENSG00000286599,NaN
ENSG00000174799,0.20909462574660878
ENSG00000109265,2.154212609331763
ENSG00000286093,NaN
ENSG00000157426,0.2680170622605659
ENSG00000128059,-0.5384708448708749
ENSG00000128050,-0.9103889901502384
ENSG00000174780,-1.4027478882062405
