Feature,Normalized.Dispersion
ENSG00000162437,2.111472073758222
ENSG00000162434,1.9149657783840532
ENSG00000162433,-1.80573492851764
ENSG00000116675,1.1362849649980256
ENSG00000229294,2.186593996980244
ENSG00000213625,-0.6176447433555327
ENSG00000116678,-0.7144103447222089
ENSG00000184588,2.240910456958555
ENSG00000227466,NaN
ENSG00000118473,NaN
ENSG00000152763,-0.7522243872881693
ENSG00000198160,0.20103209501574978
ENSG00000116704,0.6496347073906598
ENSG00000081985,-0.38871757622458014
ENSG00000142864,0.1873247881667502
ENSG00000116717,0.8504534686358338
ENSG00000172380,-0.2310659244861579
ENSG00000232284,0.10067767784752929
ENSG00000162595,-0.7537631551544581
ENSG00000116729,2.2801510967451355
ENSG00000024526,-1.2871130512653022
ENSG00000233589,NaN
ENSG00000234264,NaN
ENSG00000285041,NaN
ENSG00000285407,NaN
ENSG00000033122,NaN
ENSG00000066557,-1.0297629845424578
ENSG00000116754,0.35699268230357367
ENSG00000118454,1.223137359794561
ENSG00000197568,-2.052556843425652
ENSG00000116761,-0.8350105012386022
ENSG00000132485,0.03864451882433983
ENSG00000229956,-1.3326557649618116
ENSG00000172260,NaN
ENSG00000162620,1.2895382224333245
ENSG00000254685,0.8704124175561878
ENSG00000116791,-1.0875467524437934
ENSG00000162623,-1.5529437997669333
ENSG00000162624,1.0581071780491411
ENSG00000137968,1.6016134966341642
ENSG00000117054,-0.9983356839785539
ENSG00000137955,-1.2458109333687306
ENSG00000057468,0.6916917963666284
ENSG00000225605,NaN
ENSG00000184005,1.76635574054622
ENSG00000142892,1.8318498449096834
ENSG00000287870,NaN
ENSG00000154027,-0.3043662979229046
ENSG00000287647,NaN
ENSG00000036549,2.6078407535657093
ENSG00000077254,-0.6589161751329667
ENSG00000180488,0.8316732433842596
ENSG00000235927,NaN
ENSG00000162614,-0.2111496711245962
ENSG00000162613,-1.514534440321908
ENSG00000162616,-0.3265001590490234
ENSG00000137960,-0.5961440399843688
ENSG00000273338,1.0361917370045233
ENSG00000137959,NaN
ENSG00000137965,NaN
ENSG00000285409,NaN
ENSG00000234184,2.5417745841688477
ENSG00000117114,3.9198891484082026
ENSG00000137941,-0.4061285451174634
ENSG00000271576,-0.4039533673992885
ENSG00000142875,1.03163762021437
ENSG00000203943,NaN
ENSG00000117133,-2.6647202662036595
ENSG00000174021,0.32962167454255553
ENSG00000122432,1.525239146349457
ENSG00000117151,-0.5503484131658204
ENSG00000284882,NaN
ENSG00000117155,0.0327704209835006
ENSG00000153898,1.3713404745076048
ENSG00000162643,-0.5626491097123809
