Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000164610,RP9,0.01994652866790382,0.5844514132248095,0.6913326981347028,0.013961010935292333,-0.37654744350434655,1,0.009576914182995399,-0.5955788144884373,0.9609855293921133
ENSG00000122507,BBS9,0.010148233883670366,-1.117611438454329,0.21012525048775135,0.019545415309409266,0.4599538242127741,1,0.036392273895382514,1.376764842608698,0.2768235544470787
ENSG00000164619,BMPER,0.0034993909943690916,-1.2639008807049859,0.42099400452866537,0.0083766065611754,0.8027762559402154,1,0.011492297019594479,1.1659724179560431,0.6405953541626984
ENSG00000236212,AC009262.1,0.002799512795495273,-1.8335154170927055,0.08510799291393142,0.009972150668065952,1.0437843554440098,1,0.015323062692792638,1.4410796560904107,0.39257725199277965
ENSG00000197085,NPSR1-AS1,0.00034993909943690913,1.0840224227153215,0.9150796544295687,0,-0.5691925214467428,1,0,2.3586174958984394,1
ENSG00000187258,NPSR1,0,-0.9159775772846785,1,0.0003988860267226381,1.4308074785532572,1,0,2.3586174958984394,1
ENSG00000173852,DPY19L1,0.018546772270156185,-0.8335154170927055,0.3378803726923561,0.03270865419125632,0.616022351020165,1,0.036392273895382514,0.5930827495354611,0.6946052486669819
ENSG00000287249,AC005400.1,0.0006998781988738183,-0.33101507656352247,1,0.0007977720534452762,0.01576997927441326,1,0.0019153828365990797,2.036689401011076,0.81604797749399
ENSG00000164532,TBX20,0.00034993909943690913,-1.5009400780058346,0.7847879719569609,0.0019944301336131906,2.0157699792744133,1,0,0.5512625738408357,1
ENSG00000122557,HERPUD2,0.004899147392116728,-0.8670679768037317,0.6122320280873484,0.008775492587898037,0.5620520118315095,1,0.011492297019594479,0.956519052327093,0.6577557779881588
