Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000185414,MRPL30,0.004876923274127183,-0.5054481307689747,1,0.005400728298668058,0.5054481307689747,1
ENSG00000185674,LYG2,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000144214,LYG1,0.0009378698604090737,-2.260335632932442,0.5570120211613725,0.0036004855324453717,2.260335632932442,0.5570120211614991
ENSG00000115514,TXNDC9,0.015005917766545179,2.0795143699521823,0.34710122026887097,0.0018002427662226859,-2.0795143699521823,0.3471012202685552
ENSG00000158417,EIF5B,0.07221597925149867,-0.025430600282445592,1,0.07200971064890743,0.025430600282445592,1
ENSG00000135945,REV1,0.011254438324908885,-0.6515263902569179,0.7602014302160325,0.01620218489600417,0.6515263902569179,0.7602014302160325
ENSG00000144218,AFF3,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000170500,LONRF2,0.007690532855354404,-1.189946305041044,0.46456532008505297,0.01620218489600417,1.189946305041044,0.46456532008505297
ENSG00000115526,CHST10,0.0024384616370635914,-1.0379432115959943,0.8622806037190208,0.0036004855324453717,1.0379432115959943,0.8622806037190208
ENSG00000115539,PDCL3,0.018757397208181474,1.8129133490981957,0.3754412508846705,0.0036004855324453717,-1.8129133490981957,0.3754412508844998
ENSG00000170485,NPAS2,0.03845266427677202,-1.0000998604513223,0.3520043495848729,0.07561019618135281,1.0000998604513223,0.3520043495848729
ENSG00000232034,AC092168.2,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000223947,AC016738.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000071082,RPL31,0.11066864352827069,1.3028224974703653,0.39987108425965645,0.04320582638934446,-1.3028224974703653,0.39987108425965645
ENSG00000204634,TBC1D8,0.05289586012707176,-1.2856023915428727,0.17217896143059264,0.1278172364018107,1.2856023915428727,0.17217896143027947
ENSG00000272902,TBC1D8-AS1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000158435,CNOT11,0.008815976687845293,-0.2603356329324429,1,0.009001213831113429,0.2603356329324429,1
ENSG00000163162,RNF149,0.012755030101563402,-1.1518111761542738,0.4100984211378874,0.027003641493340287,1.1518111761542738,0.4100984211378874
ENSG00000175874,CREG2,0.0018757397208181473,0.19909598570485443,1,0,-0.19909598570485443,1
ENSG00000071054,MAP4K4,0.03620177661179024,-0.7048169101037685,0.5467792342864758,0.05760776851912595,0.7048169101037685,0.5467792342864758
ENSG00000115590,IL1R2,0.000750295888327259,-1.9384075380450803,0.8008262002957701,0.0018002427662226859,1.9384075380450803,0.8008262002957701
ENSG00000287771,AC007271.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000115594,IL1R1,0.012192308185317958,-0.9163812317150812,0.5725726953665582,0.02160291319467223,0.9163812317150812,0.5725726953665582
ENSG00000115604,IL18R1,0.000750295888327259,-1.9384075380450803,0.8274411025318759,0.0018002427662226859,1.9384075380450803,0.8274411025318993
ENSG00000115607,IL18RAP,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000115616,SLC9A2,0.00356390546955448,-1.5233700387662363,0.44353732479546587,0.009001213831113429,1.5233700387662363,0.44353732479536495
ENSG00000135953,MFSD9,0.001500591776654518,-1.675373132211286,0.6743214811268868,0.0036004855324453717,1.675373132211286,0.6743214811267335
ENSG00000170417,TMEM182,0.0033763314974726653,-0.5973706202100129,1,0.0036004855324453717,0.5973706202100129,1
ENSG00000229743,LINC01159,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000224509,AC010884.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000135972,MRPS9,0.0178195273477724,0.002698772901351454,1,0.01620218489600417,-0.002698772901351454,1
ENSG00000231851,AC104655.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000272861,AC012360.2,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000135966,TGFBRAP1,0.005814793134536257,-1.0676905549900466,0.6479632437809721,0.010801456597336116,1.0676905549900466,0.6479632437809721
ENSG00000272994,AC012360.3,0.0013130178045727033,-0.260335632932442,1,0,0.260335632932442,1
ENSG00000135974,C2orf49,0.006189941078699886,-0.1728727916821029,1,0.005400728298668058,0.1728727916821029,1
ENSG00000115641,FHL2,0.021008284873163252,-0.6100816719595672,0.6764066292884886,0.03060412702578566,0.6100816719595672,0.6764066292884886
ENSG00000238273,AC108058.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000071051,NCK2,0.006002367106618072,0.19909598570485443,1,0.0036004855324453717,-0.19909598570485443,1
ENSG00000234162,AC009505.1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000115652,UXS1,0.013880473934054291,0.1611281355058347,1,0.010801456597336116,-0.1611281355058347,1
ENSG00000144057,ST6GAL2,0.01313017804572703,-1.2805135148700728,0.3220193648100406,0.03060412702578566,1.2805135148700728,0.3220193648100406
ENSG00000227294,AC016994.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000225328,LINC01594,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000135968,GCC2,0.02569763417520862,-0.906698678317742,0.44353732479546587,0.046806311921789835,0.906698678317742,0.44353732479536495
ENSG00000214184,GCC2-AS1,0.002813609581227221,-1.845298133653598,0.393588002633165,0.009001213831113429,1.845298133653598,0.39358800263307553
ENSG00000169756,LIMS1,0.03957810810926291,-0.48661148875611815,0.7189103284289783,0.054007282986680574,0.48661148875611815,0.7189103284289783
ENSG00000153201,RANBP2,0.01950769309650873,-0.45298071087483915,0.8822038412124439,0.0252033987271176,0.45298071087483915,0.8822038412124439
ENSG00000163006,CCDC138,0.01575621365487244,-0.3103763154320385,1,0.018002427662226858,0.3103763154320385,1
ENSG00000135960,EDAR,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000172985,SH3RF3,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000186522,SEPTIN10,0.02025798898483599,-0.19259102629660774,1,0.02160291319467223,0.19259102629660774,1
ENSG00000230696,AC011753.2,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000198142,SOWAHC,0.003001183553309036,-1.9802277137397066,0.3252072721216549,0.010801456597336116,1.9802277137397066,0.3252072721216549
ENSG00000015568,RGPD5,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000256977,LIMS3,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000144063,MALL,0.018757397208181474,0.590520927761748,0.9156475514364122,0.010801456597336116,-0.590520927761748,0.9156475514368285
ENSG00000144061,NPHP1,0.004126627385799924,1.2632263231245702,0.7422862282530054,0,-1.2632263231245702,0.7422862282530054
ENSG00000175701,MTLN,0.030011835533090357,0.9006562437398618,0.6986044151064134,0.014401942129781487,-0.9006562437398618,0.6986044151064134
ENSG00000175772,LINC01106,0.0011254438324908884,-1.4529807108748383,0.9204373396111692,0.0018002427662226859,1.4529807108748383,0.9204373396111692
ENSG00000169679,BUB1,0.007502958883272589,0.0972163716856409,1,0.005400728298668058,-0.0972163716856409,1
ENSG00000172965,MIR4435-2HG,0.01969526706859055,-0.854343273256605,0.48408151005126565,0.03420461255823103,0.854343273256605,0.48408151005126565
ENSG00000153094,BCL2L11,0.003001183553309036,-1.4948008865694646,0.5681423247867166,0.007200971064890743,1.4948008865694646,0.5681423247869749
ENSG00000271590,AC108463.3,0.000750295888327259,-1.9384075380450803,0.8274411025318759,0.0018002427662226859,1.9384075380450803,0.8274411025318993
ENSG00000270190,AC068491.3,0.0013130178045727033,-0.260335632932442,1,0,0.260335632932442,1
ENSG00000285016,AC017002.6,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000280878,AC017002.5,0.0026260356091454065,-0.9384075380450803,1,0.0036004855324453717,0.9384075380450803,1
ENSG00000153107,ANAPC1,0.013317752017808847,-0.6753731322112859,0.7602014302160325,0.019802670428449545,0.6753731322112859,0.7602014302160325
ENSG00000153208,MERTK,0.0016881657487363326,-0.9384075380450803,1,0.0018002427662226859,0.9384075380450803,1
ENSG00000286904,AC093675.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000153214,TMEM87B,0.006002367106618072,-1.6753731322112868,0.26439038543098514,0.018002427662226858,1.6753731322112868,0.2643903854307447
ENSG00000144152,FBLN7,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000144161,ZC3H8,0.008440828743681662,-0.906698678317742,0.6534477124303901,0.014401942129781487,0.906698678317742,0.6534477124303901
ENSG00000188177,ZC3H6,0.002063313692899962,0.3246268677887141,1,0,-0.3246268677887141,1
ENSG00000169629,RGPD8,0.0009378698604090737,-0.6753731322112859,1,0,0.6753731322112859,1
ENSG00000114999,TTL,0.008440828743681662,-1.0587017717627916,0.525439285385652,0.01620218489600417,1.0587017717627916,0.525439285385891
ENSG00000125630,POLR1B,0.00712781093910896,-0.2968615089575559,1,0.007200971064890743,0.2968615089575559,1
ENSG00000125611,CHCHD5,0.03957810810926291,1.4675848216307568,0.4010859459233349,0.0126016993635588,-1.4675848216307568,0.4010859459233349
ENSG00000243389,AC012442.2,0.000750295888327259,-1.9384075380450803,0.8274411025318759,0.0018002427662226859,1.9384075380450803,0.8274411025318993
ENSG00000237753,AC079922.2,0.0009378698604090737,-0.6753731322112859,1,0,0.6753731322112859,1
ENSG00000144136,SLC20A1,0.018007101319854214,-0.5673133863538338,0.7877694020540787,0.0252033987271176,0.5673133863538338,0.7877694020547953
ENSG00000169607,CKAP2L,0.007690532855354404,1.1319817898463178,0.6764066292884886,0.0018002427662226859,-1.1319817898463178,0.6764066292884886
ENSG00000287937,AC079753.2,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000125637,PSD4,0.0013130178045727033,-0.260335632932442,1,0,0.260335632932442,1
ENSG00000189223,PAX8-AS1,0.0011254438324908884,-0.45298071087483827,1,0,0.45298071087483827,1
ENSG00000125618,PAX8,0.000750295888327259,-0.9384075380450803,1,0,0.9384075380450803,1
ENSG00000234997,AC016745.1,0.0067526629949453305,-1.8582371893610965,0.18372664953793041,0.023403155960894918,1.8582371893610965,0.18372664953793041
ENSG00000272563,AC016745.2,0.0013130178045727033,-1.260335632932442,0.9810778542843257,0.0018002427662226859,1.260335632932442,0.9810778542843257
ENSG00000136682,CBWD2,0.00356390546955448,-1.260335632932442,0.5918350945464305,0.007200971064890743,1.260335632932442,0.5918350945464305
ENSG00000144134,RABL2A,0.0026260356091454065,-0.9384075380450803,1,0.0036004855324453717,0.9384075380450803,1
ENSG00000227359,AC017074.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000115084,SLC35F5,0.009003550659927107,-1.1050574074545318,0.4538669517220038,0.018002427662226858,1.1050574074545318,0.4538669517220038
ENSG00000270019,AC110769.2,0.000750295888327259,-1.9384075380450803,0.7602014302160325,0.0018002427662226859,1.9384075380450803,0.7602014302160325
ENSG00000115091,ACTR3,0.051207694378335424,-0.48423164485927783,0.7014598162792932,0.07020946788268474,0.48423164485927783,0.7014598162786553
ENSG00000234199,LINC01191,0.0009378698604090737,-0.6753731322112859,1,0,0.6753731322112859,1
ENSG00000175497,DPP10,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000235026,DPP10-AS1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000088205,DDX18,0.04351716152298102,0.6038505117218378,0.8710162916382476,0.027003641493340287,-0.6038505117218378,0.8710162916382476
ENSG00000236255,AC009404.1,0.000750295888327259,-2.5233700387662363,0.5198035287336674,0.0036004855324453717,2.5233700387662363,0.5198035287336674
ENSG00000125633,CCDC93,0.006002367106618072,-0.8009040142951456,0.889920672508914,0.009001213831113429,0.8009040142951456,0.889920672508914
ENSG00000235066,AC009303.2,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000125629,INSIG2,0.003001183553309036,-1.4948008865694646,0.5256885150971728,0.007200971064890743,1.4948008865694646,0.5256885150972327
ENSG00000226856,THORLNC,0.0005627219162454442,-2.260335632932442,0.7602014302160325,0.0018002427662226859,2.260335632932442,0.7602014302160325
ENSG00000163064,EN1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000115107,STEAP3,0.005814793134536257,-0.2603356329324429,1,0.005400728298668058,0.2603356329324429,1
ENSG00000229867,STEAP3-AS1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000186132,C2orf76,0.0067526629949453305,0.9491177326965072,0.7602014302160325,0.0018002427662226859,-0.9491177326965072,0.7602014302160325
ENSG00000155368,DBI,0.16450237351575153,2.125424073824156,0.15555654519025688,0.036004855324453716,-2.125424073824156,0.15555654519025688
ENSG00000171227,TMEM37,0.0031887575253908506,-0.09041063149012984,1,0.0018002427662226859,0.09041063149012984,1
ENSG00000144120,TMEM177,0.006940236967027146,-0.012408119488857672,1,0.005400728298668058,0.012408119488857672,1
ENSG00000088179,PTPN4,0.01894497118026329,-0.9802277137397066,0.44353732479546587,0.036004855324453716,0.9802277137397066,0.44353732479536495
ENSG00000115109,EPB41L5,0.007502958883272589,-0.7101385503719628,0.8305761245552452,0.010801456597336116,0.7101385503719628,0.8305761245552452
ENSG00000224789,AC012363.1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000226479,TMEM185B,0.00712781093910896,-0.2968615089575559,1,0.007200971064890743,0.2968615089575559,1
ENSG00000144118,RALB,0.00787810682743622,-0.15599897311770672,1,0.007200971064890743,0.15599897311770672,1
ENSG00000163083,INHBB,0.0031887575253908506,-0.6753731322112859,1,0.0036004855324453717,0.6753731322112859,1
ENSG00000074047,GLI2,0.03245029717015395,-1.1393202319710762,0.26255745759864507,0.07020946788268474,1.1393202319710762,0.2625574575988839
ENSG00000271709,AC017033.1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000115112,TFCP2L1,0.002063313692899962,-0.6753731322112859,1,0.0018002427662226859,0.6753731322112859,1
ENSG00000074054,CLASP1,0.021946154733572323,-1.4220867029290547,0.18372664953793041,0.05760776851912595,1.4220867029290547,0.18372664953793041
ENSG00000265451,AC012447.1,0.0009378698604090737,-0.6753731322112859,1,0,0.6753731322112859,1
ENSG00000236859,NIFK-AS1,0.0046893493020453685,1.4401040852086497,0.6274561066638397,0,-1.4401040852086497,0.6274561066638397
ENSG00000155438,NIFK,0.0356390546955448,0.8576615764660085,0.6986044151064134,0.018002427662226858,-0.8576615764660085,0.6986044151064134
ENSG00000211460,TSN,0.016318935571117882,0.8771678908174927,0.7783336677918437,0.007200971064890743,-0.8771678908174927,0.7783336677918437
ENSG00000155052,CNTNAP5,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000136717,BIN1,0.009566272576172551,1.4401040852086497,0.5725726953665582,0.0018002427662226859,-1.4401040852086497,0.5725726953665582
ENSG00000186684,CYP27C1,0.0013130178045727033,-1.260335632932442,0.9307011055182307,0.0018002427662226859,1.260335632932442,0.9307011055183366
ENSG00000163161,ERCC3,0.009753846548254366,-0.5324151783692432,0.9072820766950718,0.0126016993635588,0.5324151783692432,0.9072820766950718
ENSG00000286145,AC068282.1,0.0031887575253908506,-1.4123387263774916,0.5570120211613725,0.007200971064890743,1.4123387263774916,0.5570120211614991
ENSG00000169967,MAP3K2,0.017631953375690585,-0.8604050260438072,0.523483388736124,0.03060412702578566,0.8604050260438072,0.5234833887356478
ENSG00000236682,MAP3K2-DT,0.0031887575253908506,0.9095893685098702,0.8787780244541852,0,-0.9095893685098702,0.8787780244541852
ENSG00000287742,AC068282.2,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000115718,PROC,0.0011254438324908884,-1.4529807108748383,0.9349757468586349,0.0018002427662226859,1.4529807108748383,0.9349757468586349
ENSG00000163166,IWS1,0.02138343281732688,-0.5023084232384063,0.7949439015100447,0.028803884259562974,0.5023084232384063,0.7949439015093217
ENSG00000231731,AC010976.1,0.000750295888327259,-1.9384075380450803,0.8274411025318759,0.0018002427662226859,1.9384075380450803,0.8274411025318993
ENSG00000169994,MYO7B,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000072163,LIMS2,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000136709,WDR33,0.025885208147290433,-0.3893220736525205,0.872888486461266,0.03240436979200834,0.3893220736525205,0.87288848646206
ENSG00000173349,SFT2D3,0.0031887575253908506,-0.09041063149012984,1,0.0018002427662226859,0.09041063149012984,1
ENSG00000144231,POLR2D,0.00787810682743622,-0.15599897311770672,1,0.007200971064890743,0.15599897311770672,1
ENSG00000144233,AMMECR1L,0.0037514794416362946,-0.8680182101536822,0.9437235672338855,0.005400728298668058,0.8680182101536822,0.9437235672338855
ENSG00000272667,AC012306.2,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000286873,AC012306.3,0.00018757397208181474,-3.260335632932442,0.5725726953665582,0.0018002427662226859,3.260335632932442,0.5725726953665582
ENSG00000136715,SAP130,0.006377515050781701,-1.5904842346247738,0.28197260586711176,0.018002427662226858,1.5904842346247738,0.28197260586698353
ENSG00000136731,UGGT1,0.011442012296990699,-1.7655709411828644,0.15854133133248674,0.037805098090676406,1.7655709411828644,0.15854133133248674
ENSG00000136720,HS6ST1,0.004501775329963553,-0.6164794431577176,1,0.005400728298668058,0.6164794431577176,1
ENSG00000204460,LINC01854,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000229536,LINC02572,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000152076,CCDC74B,0.001500591776654518,-0.09041063149012984,1,0,0.09041063149012984,1
ENSG00000136699,SMPD4,0.007502958883272589,-0.7101385503719628,0.8274411025318759,0.010801456597336116,0.7101385503719628,0.8274411025318993
ENSG00000152082,MZT2B,0.14987160369336996,1.52553956171471,0.28545783941444997,0.0504067974542352,-1.52553956171471,0.28545783941444997
ENSG00000136710,CCDC115,0.005252071218290813,1.597645362195129,0.6506394339960961,0,-1.597645362195129,0.6506394339960961
ENSG00000136718,IMP4,0.029824261561008543,2.0615924619549197,0.2644792480977215,0.005400728298668058,-2.0615924619549197,0.2644792480977215
ENSG00000072135,PTPN18,0.008253254771599848,1.231517463397232,0.6944589576418684,0.0018002427662226859,-1.231517463397232,0.6944589576418684
ENSG00000136002,ARHGEF4,0.00018757397208181474,-3.845298133653598,0.37465814109256584,0.0036004855324453717,3.845298133653598,0.37465814109256584
ENSG00000152102,FAM168B,0.015193491738626993,-0.7101385503719628,0.6626724699396194,0.023403155960894918,0.7101385503719628,0.6626724699396194
ENSG00000115762,PLEKHB2,0.01744437940360877,1.7092907180240386,0.43032185291399194,0.0036004855324453717,-1.7092907180240386,0.43032185291399194
ENSG00000173272,MZT2A,0.0598360970940989,0.9741296207045806,0.5725726953665582,0.028803884259562974,-0.9741296207045806,0.5725726953665582
ENSG00000163040,CCDC74A,0.0011254438324908884,-0.45298071087483827,1,0,0.45298071087483827,1
ENSG00000287151,C2orf27A,0.002813609581227221,0.739664367067558,1,0,-0.739664367067558,1
ENSG00000163046,ANKRD30BL,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000272769,AC097532.2,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000286833,AC097532.3,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000183840,GPR39,0.015005917766545179,-1.168413143491403,0.3869245000712367,0.03240436979200834,1.168413143491403,0.3869245000715886
ENSG00000150551,LYPD1,0.013505325989890661,1.3445264252264186,0.5681423247867166,0.0036004855324453717,-1.3445264252264186,0.5681423247869749
ENSG00000230065,AC010974.1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000176771,NCKAP5,0.08178225182767122,-1.321736177596586,0.15854133133248674,0.2034274325831635,1.321736177596586,0.15854133133248674
ENSG00000286068,AC010974.2,0.0005627219162454442,-3.260335632932442,0.3593361474371137,0.005400728298668058,3.260335632932442,0.3593361474371137
ENSG00000233729,NCKAP5-AS1,0.0003751479441636295,-2.675373132211286,0.6714220523796669,0.0018002427662226859,2.675373132211286,0.6714220523796669
ENSG00000226953,NCKAP5-AS2,0.001500591776654518,-1.675373132211286,0.6756535719009223,0.0036004855324453717,1.675373132211286,0.6756535719009223
ENSG00000152127,MGAT5,0.011442012296990699,-1.306139322545567,0.31974892499160046,0.027003641493340287,1.306139322545567,0.31974892499160046
ENSG00000152128,TMEM163,0.0005627219162454442,-2.260335632932442,0.7602014302160325,0.0018002427662226859,2.260335632932442,0.7602014302160325
ENSG00000224043,CCNT2-AS1,0.0026260356091454065,-0.3534450373239242,1,0.0018002427662226859,0.3534450373239242,1
ENSG00000153086,ACMSD,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000082258,CCNT2,0.006377515050781701,-1.4529807108748383,0.3864302131609456,0.01620218489600417,1.4529807108748383,0.38643021316103343
ENSG00000176601,MAP3K19,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000115839,RAB3GAP1,0.011629586269072513,-2.0379432115959943,0.11429273647057894,0.046806311921789835,2.0379432115959943,0.11429273647057894
ENSG00000121988,ZRANB3,0.028698817728517654,-0.8515300873651128,0.44353732479546587,0.0504067974542352,0.8515300873651128,0.44353732479536495
ENSG00000048991,R3HDM1,0.04051597796967198,-1.0533732521656005,0.30432573435264354,0.08281116724624354,1.0533732521656005,0.30432573435236676
ENSG00000144224,UBXN4,0.04595562316004461,-0.317821127593203,0.9107236029040006,0.055807525752903264,0.317821127593203,0.9107236029040006
ENSG00000115850,LCT,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000076003,MCM6,0.02063313692899962,0.7267253113600596,0.81297095152185,0.010801456597336116,-0.7267253113600596,0.8129709515216652
ENSG00000115866,DARS,0.03395088894680847,0.9255309123788917,0.639201606335644,0.01620218489600417,-0.9255309123788917,0.6392016063353533
ENSG00000231890,DARS-AS1,0.00018757397208181474,-3.260335632932442,0.5725726953665582,0.0018002427662226859,3.260335632932442,0.5725726953665582
ENSG00000150540,HNMT,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000224231,LINC01832,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000228043,AC114763.1,0.006565089022863515,-1.260335632932442,0.5003630784280787,0.014401942129781487,1.260335632932442,0.5003630784280787
ENSG00000144228,SPOPL,0.006565089022863515,-0.8977655535477336,0.6744617102520671,0.010801456597336116,0.8977655535477336,0.6744617102520671
ENSG00000241772,AC092620.1,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000237772,LINC02631,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000144227,NXPH2,0.0003751479441636295,-2.675373132211286,0.6478443704693435,0.0018002427662226859,2.675373132211286,0.6478443704693435
ENSG00000168702,LRP1B,0.00356390546955448,-1.745762460102684,0.4152559939484956,0.010801456597336116,1.745762460102684,0.4152559939484956
ENSG00000115919,KYNU,0.13430296401057934,-0.7745063242305372,0.4232345327846457,0.2286308313102811,0.7745063242305372,0.4232345327846457
ENSG00000075884,ARHGAP15,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000121964,GTDC1,0.006377515050781701,-1.5904842346247738,0.3288399175625138,0.018002427662226858,1.5904842346247738,0.3288399175623642
ENSG00000169554,ZEB2,0.002063313692899962,-0.6753731322112859,1,0.0018002427662226859,0.6753731322112859,1
ENSG00000226674,TEX41,0.0016881657487363326,-3.1083325394873924,0.15854133133248674,0.014401942129781487,3.1083325394873924,0.15854133133248674
ENSG00000121989,ACVR2A,0.0026260356091454065,0.6465549626760758,1,0,-0.6465549626760758,1
ENSG00000115947,ORC4,0.010879290380745255,-0.5476175850129135,0.8553737269115191,0.014401942129781487,0.5476175850129135,0.8553737269111302
ENSG00000204406,MBD5,0.025885208147290433,-1.8138199021804304,0.11412194227401418,0.09001213831113429,1.8138199021804304,0.11412194227401418
ENSG00000135999,EPC2,0.01031656846449981,-1.5404435521251774,0.22301530075698175,0.028803884259562974,1.5404435521251774,0.22301530075698175
ENSG00000231079,AC105402.3,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000150556,LYPD6B,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000168288,MMADHC,0.01950769309650873,0.45390988473367955,1,0.0126016993635588,-0.45390988473367955,1
ENSG00000231969,AC007364.1,0.00018757397208181474,-3.845298133653598,0.3389897758750561,0.0036004855324453717,3.845298133653598,0.3389897758750561
ENSG00000115963,RND3,0.025510060203126805,-0.4842316448592774,0.8111192505727219,0.03420461255823103,0.4842316448592774,0.8111192505727219
ENSG00000222031,AC023469.1,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000184898,RBM43,0.0016881657487363326,-1.5233700387662363,0.714231790555055,0.0036004855324453717,1.5233700387662363,0.714231790555055
ENSG00000123609,NMI,0.009191124632008923,1.3835205568422824,0.6425453089674472,0.0018002427662226859,-1.3835205568422824,0.6425453089674472
ENSG00000123610,TNFAIP6,0.002063313692899962,-0.6753731322112859,1,0.0018002427662226859,0.6753731322112859,1
ENSG00000080345,RIF1,0.035451480723462984,-0.3909197427425868,0.8589297994076559,0.045006069155567145,0.3909197427425868,0.8589297994068747
ENSG00000183091,NEB,0.001500591776654518,-2.4123387263774916,0.36502585225539563,0.007200971064890743,2.4123387263774916,0.36502585225556167
ENSG00000162980,ARL5A,0.025134912258963176,0.2315174633972319,1,0.019802670428449545,-0.2315174633972319,1
ENSG00000288066,AC097448.1,0.0013130178045727033,-1.845298133653598,0.628051520171689,0.0036004855324453717,1.845298133653598,0.6280515201716532
ENSG00000182389,CACNB4,0.0013130178045727033,-1.260335632932442,0.9836099735677759,0.0018002427662226859,1.260335632932442,0.9836099735677759
ENSG00000225214,AC079790.1,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000115145,STAM2,0.005439645190372627,-1.675373132211286,0.2846889603670178,0.01620218489600417,1.675373132211286,0.2846889603670178
ENSG00000286234,AC079790.2,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000157827,FMNL2,0.03376331497472665,-1.567844667906841,0.13178745844046771,0.09901335214224773,1.567844667906841,0.13178745844046771
ENSG00000196504,PRPF40A,0.08628402715763478,0.45900429055192893,1,0.06120825405157132,-0.45900429055192893,1
ENSG00000177917,ARL6IP6,0.009378698604090737,-0.39526521301855055,1,0.010801456597336116,0.39526521301855055,1
ENSG00000144278,GALNT13,0.01894497118026329,-1.757835292403259,0.13178745844046771,0.06300849681779401,1.757835292403259,0.13178745844046771
ENSG00000162989,KCNJ3,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000226383,LINC01876,0.004126627385799924,-1.0587017717627916,0.7949152771501713,0.007200971064890743,1.0587017717627916,0.7949152771501713
ENSG00000282440,AC074099.1,0.0009378698604090737,-1.675373132211286,0.8822038412124439,0.0018002427662226859,1.675373132211286,0.8822038412124439
