Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000287356,AL590822.3,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000116151,MORN1,0.0033763314974726653,-1.0124081194888568,0.7602014302160325,0.005400728298668058,1.0124081194888568,0.7602014302160325
ENSG00000272420,AL513477.2,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000157916,RER1,0.041453847830081055,0.4466173921673242,1,0.028803884259562974,-0.4466173921673242,1
ENSG00000157911,PEX10,0.007502958883272589,-0.9027836283143591,0.714231790555055,0.0126016993635588,0.9027836283143591,0.714231790555055
ENSG00000157881,PANK4,0.0016881657487363326,-0.9384075380450803,1,0.0018002427662226859,0.9384075380450803,1
ENSG00000272449,AL139246.5,0.0003751479441636295,-2.675373132211286,0.6323596376391665,0.0018002427662226859,2.675373132211286,0.6323596376391665
ENSG00000157870,PRXL2B,0.0022508876649817767,0.44010408520864885,1,0,-0.44010408520864885,1
ENSG00000215912,TTC34,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000287396,AL592464.3,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000142611,PRDM16,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000130762,ARHGEF16,0.0018757397208181473,-0.8009040142951456,1,0.0018002427662226859,0.8009040142951456,1
ENSG00000162591,MEGF6,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000158109,TPRG1L,0.0033763314974726653,-0.012408119488856784,1,0.0018002427662226859,0.012408119488856784,1
ENSG00000116213,WRAP73,0.006940236967027146,-0.012408119488857672,1,0.005400728298668058,0.012408119488857672,1
ENSG00000078900,TP73,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000235169,SMIM1,0.0009378698604090737,-1.675373132211286,0.8822038412124439,0.0018002427662226859,1.675373132211286,0.8822038412124439
ENSG00000130764,LRRC47,0.009378698604090737,0.4120897090390532,1,0.005400728298668058,-0.4120897090390532,1
ENSG00000116198,CEP104,0.007502958883272589,-0.7101385503719628,0.8274411025318759,0.010801456597336116,0.7101385503719628,0.8274411025318993
ENSG00000169598,DFFB,0.0013130178045727033,-0.260335632932442,1,0,0.260335632932442,1
ENSG00000198912,C1orf174,0.010128994492417996,2.521024080592217,0.31932476515021424,0,-2.521024080592217,0.319324765150069
ENSG00000236423,LINC01134,0,-4.260335632932442,0.44353732479546587,0.0018002427662226859,4.260335632932442,0.44353732479536495
ENSG00000232596,LINC01646,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000131697,NPHP4,0.0024384616370635914,-2.0379432115959943,0.398520220043515,0.009001213831113429,2.0379432115959943,0.398520220043515
ENSG00000069424,KCNAB2,0.0037514794416362946,-1.8680182101536822,0.31932476515021424,0.0126016993635588,1.8680182101536822,0.319324765150069
ENSG00000116254,CHD5,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000116251,RPL22,0.35188877162548443,1.4641301823937498,0.28545783941444997,0.12601699363558802,-1.4641301823937498,0.28545783941444997
ENSG00000226944,AL031847.1,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000158286,RNF207,0.005627219162454442,0.10889817673327684,1,0.0036004855324453717,-0.10889817673327684,1
ENSG00000116237,ICMT,0.014818343794463364,0.47662996123376367,1,0.009001213831113429,-0.47662996123376367,1
ENSG00000225077,LINC00337,0.0005627219162454442,-1.260335632932442,1,0,1.260335632932442,1
ENSG00000158292,GPR153,0.0011254438324908884,-0.45298071087483827,1,0,0.45298071087483827,1
ENSG00000097021,ACOT7,0.020445562956917806,0.7136691585346133,0.8720165042427619,0.010801456597336116,-0.7136691585346133,0.8720165042425636
ENSG00000271746,AL031848.2,0.0003751479441636295,-1.675373132211286,1,0,1.675373132211286,1
ENSG00000069812,HES2,0.00018757397208181474,-3.260335632932442,0.5725726953665582,0.0018002427662226859,3.260335632932442,0.5725726953665582
ENSG00000187017,ESPN,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000171680,PLEKHG5,0.0013130178045727033,-1.260335632932442,0.9412259082863755,0.0018002427662226859,1.260335632932442,0.9412259082863755
ENSG00000162408,NOL9,0.01069171640866344,-0.7242827326922328,0.7497221081599932,0.01620218489600417,0.7242827326922328,0.7497221081599932
ENSG00000204859,ZBTB48,0.0046893493020453685,0.44010408520864974,1,0.0018002427662226859,-0.44010408520864974,1
ENSG00000162413,KLHL21,0.0016881657487363326,0.06159246195491974,1,0,-0.06159246195491974,1
ENSG00000116273,PHF13,0.0022508876649817767,-0.5598959147913511,1,0.0018002427662226859,0.5598959147913511,1
ENSG00000041988,THAP3,0.004876923274127183,1.4945518692310253,0.6321506488304733,0,-1.4945518692310253,0.6321506488304733
ENSG00000007923,DNAJC11,0.011254438324908885,-0.49952329681186836,0.9479763401336244,0.014401942129781487,0.49952329681186836,0.9479763401331934
ENSG00000284744,AL591163.1,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000237436,CAMTA1-DT,0.00018757397208181474,-2.260335632932442,1,0,2.260335632932442,1
ENSG00000171735,CAMTA1,0.054021303959562644,0.39102809351122314,1,0.03960534085689909,-0.39102809351122314,1
ENSG00000049245,VAMP3,0.013692899961972475,1.3641552319753512,0.5725726953665582,0.0036004855324453717,-1.3641552319753512,0.5725726953665582
ENSG00000049246,PER3,0.001500591776654518,-0.09041063149012984,1,0,0.09041063149012984,1
ENSG00000049249,TNFRSF9,0.0003751479441636295,-2.675373132211286,0.6764066292884886,0.0018002427662226859,2.675373132211286,0.6764066292884886
ENSG00000116288,PARK7,0.23465503907435023,1.9852890946417223,0.16075726245303423,0.05760776851912595,-1.9852890946417223,0.16075726245332667
ENSG00000284747,AL034417.4,0.0003751479441636295,-2.675373132211286,0.6714220523796669,0.0018002427662226859,2.675373132211286,0.6714220523796669
