Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000061676,NCKAP1,0.02054358116580414,-0.3623672499031896,0.967093486519196,0.02400972673702753,-0.04170851153144994,1,0.025307038974871434,0.08810264105192722,1,0.02466297677073432,0.033818417780033805,1,0.04747920133111477,1.0937953594555818,0.9520804322061026,0.036483341951687946,0.7227649457616234,0.9314034280477955
ENSG00000162999,DUSP19,0,-1.2513359375144475,0.8959779828285467,0.0012312680377962837,1.3912508957446548,1,0,0.28402285102718317,1,0.0019730381416587454,2.2641160372018287,1,0,2.0306015329683866,1,0,2.1874332127650673,1
ENSG00000163002,NUP35,0.00790137737146313,0.16370156176439732,1,0.009234510283472127,0.48436030013613696,1,0.0024101941880829937,-1.235351308066396,1,0.004932595354146863,-0.4728495569643787,1,0.021913477537437588,1.874482331051106,0.9520804322061026,0.004053704661298661,0.04992968901513262,1
ENSG00000272800,AC021851.1,0.0031605509485852523,0.07059215737291602,1,0.0030781700944907094,0.06932280085729303,1,0,-1.715977148972816,1,0.0029595572124881185,0.17665319595148876,1,0.003652246256239598,1.1046021144121632,1,0.016214818645194643,2.8312894025397934,0.49066765805398865
ENSG00000287621,AC021851.2,0.0015802754742926261,-1.016870683877424,0.8959779828285467,0.0043094381322869935,0.6908111776035639,1,0.0012050970940414968,-0.6419765675290403,1,0.004932595354146863,0.9421879423144661,1,0.007304492512479196,1.7675671271345932,1,0.004053704661298661,1.2614337942088438,1
ENSG00000170396,ZNF804A,0,-0.5143703433482418,1,0,-0.1937116049765013,1,0.0012050970940414968,2.6059509459145467,1,0,0.6791535364806727,1,0,2.767567127134594,1,0.004053704661298661,4.509361307652431,0.577862787466844
ENSG00000237877,LINC01473,0.005267584914308753,-1.2773311460473904,0.49966314652946625,0.006771974207879561,-0.8051463170588482,1,0.013256068034456467,0.4095537331110428,1,0.014797786062440591,0.5916906952303318,1,0.03652246256239598,2.004606324435443,0.9520804322061026,0.032429637290389286,1.8213053139671702,0.49377532710207794
ENSG00000065548,ZC3H15,0.0811208076803548,0.4701996160821542,0.7701266601162554,0.06279466992761047,-0.08715550374781333,1,0.05422936923186736,-0.2967518527305386,1,0.07004285402888547,0.12115808335978473,1,0.043826955074875176,-0.5054513672718222,1,0.016214818645194643,-1.7574252330424711,0.7121957240854794
ENSG00000138448,ITGAV,0.01949006418294239,-0.7038481422119531,0.7248752117436736,0.02277845869923125,-0.3831894038402135,1,0.018076456410622454,-0.6419765675290394,1,0.04143380097483366,0.7245965072418388,1,0.08034941763727116,1.6961824938978278,0.9520804322061026,0.05269816059688259,1.0499296890151326,0.6610043408432331
ENSG00000227227,AC017101.1,0,-1.929407842627084,0.7305098637691098,0.0012312680377962837,0.39125089574465477,1,0.0024101941880829937,1.6059509459145467,1,0.0019730381416587454,1.2641160372018287,1,0,1.3525296278557501,1,0.004053704661298661,2.7020063855948253,0.8531517854682418
ENSG00000144369,FAM171B,0.0021070339657235015,-0.06691136637701867,1,0.0018469020566944255,-0.1937116049765013,1,0.004820388376165987,1.468447422164611,1,0.0009865190708293727,-0.543238884855775,1,0.003652246256239598,1.5451747057981446,1,0.004053704661298661,1.7020063855948253,1
