Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000137731,FXYD2,0.01000581963389489,-0.358220540399377,1,0.015599941907713617,0.46532432573466664,1,0.022440321014159412,1.0963388906698617,1,0.00612980097927876,-0.976369261088692,1,0,-1.8179937355094493,1,0.016882667384532552,0.6031602678667038,1,0.004054490879704455,-0.6998011692165367,1
ENSG00000137726,FXYD6,0,0.5486700552091417,1,0.0006782583438136355,2.5808015431546014,1,0,1.485381181415761,1,0,1.3248002736318725,1,0,3.410824954986431,1,0,2.3256262923377946,1,0,3.5096521964124126,1
ENSG00000160588,MPZL3,0.0006670546422596593,0.5486700552091417,1,0.001356516687627271,1.5808015431546014,1,0,0.16345308652839918,1,0,0.002872178744510734,1,0,2.0888968600990694,1,0,1.0036981974504329,1,0.004054490879704455,3.5096521964124126,0.7102039832962006
ENSG00000110344,UBE4A,0.012006983560673867,0.370332813950629,1,0.00610432509432272,-0.7977100800991277,1,0.006732096304247824,-0.4886236100512944,1,0.01225960195855752,0.41053014765775675,1,0.011389088267596005,0.5528439598588593,1,0.01875851931614728,1.1126325690035967,1,0.00810898175940891,0.21197164777172794,1
ENSG00000167283,ATP5MG,0.1594260595000586,0.34965214224650243,0.9723873570851563,0.14853857729518619,0.20481432131641997,1,0.14586208659203617,0.15248196870739594,1,0.12566092007521457,-0.10254636716583665,1,0.05694544133798002,-1.1872275451751686,1,0.10504770817042478,-0.36111994634067557,1,0.028381436157931185,-2.103216300878628,0.5753715460238229
ENSG00000118058,KMT2A,0.01867752998327046,-0.7018734064414556,0.9531102619046571,0.03391291719068178,0.3952458899985265,1,0.02019628891274347,-0.4761446707696031,1,0.03371390538603318,0.3569806793810226,1,0.04935271582624935,0.9607920343513845,0.9821699955749251,0.026261927042606194,-0.015410625497271901,1,0.03649041791734009,0.5369595424081481,1
ENSG00000255435,AP001267.3,0,-1.6212549462331705,1,0.0006782583438136355,-0.4191984568453986,1,0,-0.6845438200265512,1,0.00204326699309292,1.1024078522954266,1,0.0037963627558653345,2.410824954986431,1,0,0.15570129089548246,1,0.01621796351881782,4.509652196412413,0.4470586443581027
ENSG00000118096,IFT46,0.006003491780336934,0.4782807273177445,1,0.0020347750314409067,-1.1740859590088668,1,0.005610080253539853,0.42648749236219263,1,0.00408653398618584,-0.05371134962185575,1,0.007592725511730669,1.1884325336499835,1,0.00937925965807364,1.2667326032842263,1,0.004054490879704455,0.6516712012848407,1
ENSG00000095139,ARCN1,0.0180104753410108,0.47338192790490474,1,0.01695645859534089,0.35050392373280825,1,0.010098144456371735,-0.4594772643917775,1,0.01123796846201106,-0.319055916142851,1,0.02277817653519201,0.896251782156674,1,0.00937925965807364,-0.4292612098256736,1,0.00810898175940891,-0.2977027256451912,1
ENSG00000019144,PHLDB1,0.0033352732112982967,-0.673722366127306,1,0.004069550062881813,-0.3667310369512622,1,0.004488064202831882,-0.05067171882444832,1,0.01123796846201106,1.4503311557157321,1,0,-0.6335691643720223,1,0.007503407726458912,0.7895733920975845,1,0.00810898175940891,1.1404183867466937,1
ENSG00000110367,DDX6,0.016676366056491483,-0.6335332760116072,0.9723873570851563,0.02916510878398633,0.39637697201717526,1,0.0190742728620355,-0.3219737406418428,1,0.02656247091020796,0.2093230562119368,1,0.018981813779326673,-0.11273700107058193,1,0.024386075110991466,0.11061340136694486,1,0.052708381436157914,1.2946393054415628,0.5331743444790992
ENSG00000278376,AP004609.3,0.0006670546422596593,1.5486700552091417,1,0,-0.004160957566554657,1,0.0011220160507079706,2.485381181415761,1,0,0.7398377729107164,1,0,2.825862454265275,1,0,1.7406637916166385,1,0,2.9246896956912565,1
ENSG00000186174,BCL9L,0.00933876499163523,-0.8842893520669639,0.9037365405791165,0.0210260086582227,0.5808015431546032,1,0.0190742728620355,0.36990396399582526,1,0.01634613594474336,0.10848236670510936,1,0.018981813779326673,0.5039343593779124,1,0.011255111589688368,-0.3427522165709984,1,0.020272454398522273,0.6027616008038938,1
ENSG00000110375,UPK2,0.0006670546422596593,-1.358220540399378,0.9723873570851563,0.002713033375254542,0.31776713732080886,1,0.0011220160507079706,-0.42150941419275867,1,0.00306490048963938,0.6243605554907807,1,0.0037963627558653345,1.5039343593779133,1,0.00937925965807364,2.4511571744216534,1,0,0.5096521964124126,1
