feature_call,num_cells,pct_cells,median_umis,stddev_umis
CDKN3-2|EZR-1,1,0.0001771479185119575,590,0
CDKN3-2|LMNA-1,1,0.0001771479185119575,679,0
CDKN3-2|CTNNB1-2|RBM25-1,1,0.0001771479185119575,542,0
CDKN3-2|CSNK2A1-1,2,0.000354295837023915,531.0,97.0
CDKN3-2|EZH2-2,1,0.0001771479185119575,1364,0
CDKN3-2|EZR-1|Non-Targeting-5,1,0.0001771479185119575,1503,0
CDKN3-2|CSNK2A1-1|EZR-1|PPP2CA-1,1,0.0001771479185119575,396,0
CDKN3-2|DPP4-1,1,0.0001771479185119575,880,0
CDKN3-2|UBE2N-2,1,0.0001771479185119575,535,0
CDKN3-2|Non-Targeting-5,3,0.0005314437555358724,741,113.6515141415488
CDKN3-2|GSK3A-2,1,0.0001771479185119575,1124,0
CDKN3-2|RBBP4-1,1,0.0001771479185119575,468,0
CSNK2A1-1,24,0.004251550044286979,69.0,51.12320018565174
CSNK2A1-1|GSK3A-1|TPR-1,1,0.0001771479185119575,1151,0
CSNK2A1-1|EZH2-1,1,0.0001771479185119575,437,0
CSNK2A1-1|HRAS-1,2,0.000354295837023915,88.5,30.5
CSNK2A1-1|H2AFY-1,1,0.0001771479185119575,1135,0
CSNK2A1-1|H2AFY-1|PPIB-1,1,0.0001771479185119575,3228,0
CSNK2A1-1|EZR-2,1,0.0001771479185119575,2603,0
CSNK2A1-1|Non-Targeting-7,1,0.0001771479185119575,234,0
CSNK2A1-1|EZR-1|GSK3A-2|TMPRSS2-2,1,0.0001771479185119575,177,0
CSNK2A1-2|GRB2-1,1,0.0001771479185119575,424,0
CSNK2A1-2,65,0.011514614703277236,37,43.141665633230566
CSNK2A1-2|GSK3A-1,1,0.0001771479185119575,338,0
CSNK2A1-2|HRAS-1|TRA2B-2,1,0.0001771479185119575,109,0
CSNK2A1-2|Non-Targeting-5|SUZ12-1|TRA2B-1,1,0.0001771479185119575,814,0
CSNK2A1-2|TRA2B-2,1,0.0001771479185119575,88,0
CSNK2A1-2|MBNL1-2|Non-Targeting-5|SET-1|UBE2N-2,1,0.0001771479185119575,1706,0
CSNK2A1-2|EIF4EBP1-1|EZH2-2|SMARCD1-1,1,0.0001771479185119575,450,0
CSNK2A1-2|HDAC1-2|TMPRSS2-2,1,0.0001771479185119575,2216,0
CSNK2A1-2|SMARCD1-1,3,0.0005314437555358724,98,71.82076456166574
CSNK2A1-2|JUN-2|Non-Targeting-5,1,0.0001771479185119575,513,0
CSNK2A1-2|PPP2CA-1,1,0.0001771479185119575,483,0
CSNK2A1-2|Non-Targeting-5,2,0.000354295837023915,304.5,32.5
CSNK2A1-2|Non-Targeting-5|SMARCD1-2|UBE2N-2,1,0.0001771479185119575,129,0
CSNK2A1-2|MORF4L1-1,1,0.0001771479185119575,45,0
CSNK2A1-2|MORF4L1-2,2,0.000354295837023915,101.0,40.0
CSNK2A1-2|JUN-2,1,0.0001771479185119575,214,0
CSNK2A1-2|ELOF1-1,1,0.0001771479185119575,437,0
CSNK2A1-2|SRPK1-2,1,0.0001771479185119575,179,0
CSNK2A1-2|EIF4EBP1-1,1,0.0001771479185119575,295,0
CSNK2A1-2|HDAC1-1,1,0.0001771479185119575,58,0
CSNK2A1-2|NOC2L-2,1,0.0001771479185119575,154,0
CSNK2A1-2|PAIP2-2,1,0.0001771479185119575,442,0
CSNK2A1-2|Non-Targeting-7,1,0.0001771479185119575,690,0
CTCF-1,1,0.0001771479185119575,4,0
CTCF-2,13,0.0023029229406554474,27,19.24399545174405
CTCF-2|SMARCD1-2,1,0.0001771479185119575,340,0
CTCF-2|HDAC1-1,1,0.0001771479185119575,34,0
CTCF-2|PPIB-2,1,0.0001771479185119575,229,0
CTCF-2|EZR-1|Non-Targeting-8,1,0.0001771479185119575,190,0
CTCF-2|JUN-2,1,0.0001771479185119575,506,0
CTCF-2|NOC2L-2,1,0.0001771479185119575,20,0
CTNNB1-1|KDM1A-1,1,0.0001771479185119575,1904,0
CTNNB1-1,21,0.003720106288751107,542,618.9732885777779
CTNNB1-1|DPP4-1,1,0.0001771479185119575,1071,0
CTNNB1-1|EIF4EBP1-2|EZH2-1|MBNL1-1,1,0.0001771479185119575,2162,0
CTNNB1-1|H2AFY-1,1,0.0001771479185119575,396,0
CTNNB1-1|EIF4EBP1-1|ELOF1-1|SET-2,1,0.0001771479185119575,1350,0
CTNNB1-1|Non-Targeting-5|TPR-2,1,0.0001771479185119575,856,0
CTNNB1-1|DPP4-1|Non-Targeting-7,1,0.0001771479185119575,2305,0
CTNNB1-1|GRB2-2|HDAC1-2,1,0.0001771479185119575,700,0
CTNNB1-1|Non-Targeting-7,1,0.0001771479185119575,1856,0
CTNNB1-1|GSK3A-1,1,0.0001771479185119575,1394,0
CTNNB1-1|EZR-2,1,0.0001771479185119575,1373,0
CTNNB1-1|EZH2-2|PAIP2-2,1,0.0001771479185119575,504,0
CTNNB1-2,6,0.0010628875110717448,147.5,62.54243004197675
CTNNB1-2|ELOF1-2,1,0.0001771479185119575,344,0
CTNNB1-2|SUZ12-2,2,0.000354295837023915,51.0,1.0
CTNNB1-2|PPIB-2,1,0.0001771479185119575,314,0
CTNNB1-2|LMNA-2,1,0.0001771479185119575,347,0
DHX9-1,10,0.001771479185119575,103.0,210.98580520973442
DHX9-1|HDAC1-2,1,0.0001771479185119575,1161,0
DHX9-1|RBBP4-1,1,0.0001771479185119575,355,0
DHX9-1|Non-Targeting-7,1,0.0001771479185119575,109,0
DHX9-1|H2AFY-1,1,0.0001771479185119575,744,0
DHX9-1|EIF4EBP1-1|SNRNP40-1,1,0.0001771479185119575,1182,0
DHX9-1|Non-Targeting-8,1,0.0001771479185119575,44,0
DHX9-2|RBBP4-1|TPR-1,1,0.0001771479185119575,45,0
DHX9-2|MBNL1-2,1,0.0001771479185119575,148,0
DHX9-2,5,0.0008857395925597874,262,93.60982854380195
DHX9-2|Non-Targeting-8,2,0.000354295837023915,358.5,250.5
DHX9-2|GRB2-2|HDAC1-1|RBBP4-1,1,0.0001771479185119575,539,0
DHX9-2|Non-Targeting-5|PPIB-1,1,0.0001771479185119575,473,0
DHX9-2|MBNL1-1,1,0.0001771479185119575,173,0
DPP4-1,76,0.013463241806908768,331.5,351.91432037506166
DPP4-1|SNRNP70-1,1,0.0001771479185119575,1514,0
DPP4-1|RBBP4-2,1,0.0001771479185119575,775,0
DPP4-1|RBBP4-1|UBE2N-2,1,0.0001771479185119575,724,0
DPP4-1|EIF4EBP1-1|Non-Targeting-7|RAB1A-2,1,0.0001771479185119575,848,0
DPP4-1|PAIP2-2|PPIB-1,1,0.0001771479185119575,548,0
DPP4-1|UBE2N-1,1,0.0001771479185119575,688,0
DPP4-1|GRB2-2,2,0.000354295837023915,210.5,25.5
DPP4-1|ELOF1-1|HDAC1-2,1,0.0001771479185119575,1605,0
DPP4-1|H2AFY-1,1,0.0001771479185119575,1283,0
DPP4-1|ELOF1-2|EZR-1|Non-Targeting-5,1,0.0001771479185119575,1179,0
DPP4-1|GSK3A-1,1,0.0001771479185119575,1869,0
DPP4-1|PAIP2-2,1,0.0001771479185119575,252,0
DPP4-1|GRB2-1,1,0.0001771479185119575,246,0
DPP4-1|ELOF1-2|H2AFY-1|LMNA-2,2,0.000354295837023915,3526.0,1541.0
DPP4-1|GSK3A-2,1,0.0001771479185119575,1548,0
DPP4-1|Non-Targeting-8,1,0.0001771479185119575,938,0
DPP4-1|TMPRSS2-1,1,0.0001771479185119575,404,0
DPP4-1|EZR-1|UBE2N-1,1,0.0001771479185119575,129,0
DPP4-1|EIF4EBP1-2|RBM25-2,1,0.0001771479185119575,649,0
DPP4-1|GSK3A-2|SMARCD1-2,1,0.0001771479185119575,297,0
DPP4-1|MBNL1-1,1,0.0001771479185119575,195,0
DPP4-1|JUN-2,1,0.0001771479185119575,386,0
DPP4-1|Non-Targeting-7,1,0.0001771479185119575,2036,0
DPP4-1|SUZ12-2,2,0.000354295837023915,302.0,5.0
DPP4-1|SRRT-1,1,0.0001771479185119575,592,0
DPP4-1|LMNA-2,1,0.0001771479185119575,1969,0
DPP4-1|LMNA-1,1,0.0001771479185119575,461,0
DPP4-2,21,0.003720106288751107,246,137.22345515250274
DPP4-2|HRAS-1,2,0.000354295837023915,156.5,23.5
DPP4-2|H2AFY-1,1,0.0001771479185119575,829,0
DPP4-2|PPIB-1,1,0.0001771479185119575,1179,0
DPP4-2|MBNL1-1,2,0.000354295837023915,440.5,127.5
DPP4-2|ELOF1-1|ELOF1-2,1,0.0001771479185119575,2604,0
DPP4-2|GSK3A-1,1,0.0001771479185119575,1587,0
DPP4-2|SUZ12-2,1,0.0001771479185119575,215,0
DPP4-2|EZR-2,1,0.0001771479185119575,611,0
DPP4-2|Non-Targeting-5,2,0.000354295837023915,98.5,30.5
DPP4-2|TMPRSS2-1,1,0.0001771479185119575,133,0
DPP4-2|GRB2-2,2,0.000354295837023915,366.0,2.0
DPP4-2|SET-2,1,0.0001771479185119575,292,0
DPP4-2|EIF4EBP1-1|MBNL1-1,1,0.0001771479185119575,424,0
EIF4EBP1-1,23,0.004074402125775022,240,152.45882644771586
EIF4EBP1-1|H2AFY-1,1,0.0001771479185119575,865,0
EIF4EBP1-1|MORF4L1-2,1,0.0001771479185119575,581,0
EIF4EBP1-1|SRRT-2,1,0.0001771479185119575,302,0
EIF4EBP1-1|Non-Targeting-5|Non-Targeting-7|PPIB-1,1,0.0001771479185119575,708,0
EIF4EBP1-1|GSK3A-1|SUZ12-2,1,0.0001771479185119575,1607,0
EIF4EBP1-1|UBE2N-2,1,0.0001771479185119575,637,0
EIF4EBP1-1|Non-Targeting-7,1,0.0001771479185119575,185,0
EIF4EBP1-1|SET-1,1,0.0001771479185119575,619,0
EIF4EBP1-1|ELOF1-2,1,0.0001771479185119575,360,0
EIF4EBP1-1|GRB2-1,1,0.0001771479185119575,780,0
EIF4EBP1-1|ELOF1-1,1,0.0001771479185119575,734,0
EIF4EBP1-1|Non-Targeting-7|RAB1A-2,1,0.0001771479185119575,1413,0
EIF4EBP1-1|SRPK1-2,1,0.0001771479185119575,524,0
EIF4EBP1-2,47,0.008325952170062002,188,234.51195287971694
EIF4EBP1-2|GRB2-2,1,0.0001771479185119575,804,0
EIF4EBP1-2|PAIP2-1,1,0.0001771479185119575,965,0
EIF4EBP1-2|GSK3A-2,2,0.000354295837023915,118.0,1.0
EIF4EBP1-2|GSK3A-1,1,0.0001771479185119575,602,0
EIF4EBP1-2|SNRNP40-1,1,0.0001771479185119575,824,0
EIF4EBP1-2|PPIB-1|RBBP4-2,1,0.0001771479185119575,178,0
EIF4EBP1-2|JUN-2,2,0.000354295837023915,48.5,0.5
EIF4EBP1-2|EZH2-2,2,0.000354295837023915,185.0,63.0
EIF4EBP1-2|Non-Targeting-5|TMPRSS2-1|UBE2N-2,1,0.0001771479185119575,180,0
EIF4EBP1-2|RBBP4-1,1,0.0001771479185119575,405,0
EIF4EBP1-2|NOC2L-2,1,0.0001771479185119575,192,0
EIF4EBP1-2|PPIB-1,1,0.0001771479185119575,638,0
EIF4EBP1-2|EZH2-2|MORF4L1-2,1,0.0001771479185119575,2126,0
EIF4EBP1-2|Non-Targeting-8,1,0.0001771479185119575,706,0
EIF4EBP1-2|H2AFY-1|RBM25-2,1,0.0001771479185119575,271,0
EIF4EBP1-2|HDAC1-1,1,0.0001771479185119575,329,0
EIF4EBP1-2|Non-Targeting-7|Non-Targeting-8,1,0.0001771479185119575,1254,0
ELOF1-1,64,0.01133746678476528,883.0,527.6885474643163
ELOF1-1|HRAS-2,1,0.0001771479185119575,1164,0
ELOF1-1|Non-Targeting-8,1,0.0001771479185119575,2756,0
ELOF1-1|SRPK1-2,2,0.000354295837023915,311.0,13.0
ELOF1-1|KDM1A-1,3,0.0005314437555358724,1313,229.93380690006322
ELOF1-1|GSK3A-2,1,0.0001771479185119575,227,0
ELOF1-1|H2AFY-2|HRAS-2|MORF4L1-1,2,0.000354295837023915,474.5,230.5
ELOF1-1|MBNL1-1|Non-Targeting-7,1,0.0001771479185119575,356,0
ELOF1-1|Non-Targeting-7,5,0.0008857395925597874,917,510.7392289613164
ELOF1-1|RAB1A-2|RAB1A-3,1,0.0001771479185119575,1242,0
ELOF1-1|MORF4L1-1,1,0.0001771479185119575,1126,0
ELOF1-1|JUN-1,1,0.0001771479185119575,570,0
ELOF1-1|PAIP2-2,2,0.000354295837023915,1605.0,759.0
ELOF1-1|PAIP2-1,1,0.0001771479185119575,126,0
ELOF1-1|SET-1,1,0.0001771479185119575,2687,0
ELOF1-1|SMARCD1-1,1,0.0001771479185119575,1341,0
ELOF1-1|GSK3A-1,1,0.0001771479185119575,404,0
ELOF1-1|Non-Targeting-8|TMPRSS2-2,1,0.0001771479185119575,767,0
ELOF1-1|MBNL1-1,2,0.000354295837023915,2151.0,814.0
ELOF1-1|PPIB-2,1,0.0001771479185119575,168,0
ELOF1-1|LMNA-2|Non-Targeting-8,1,0.0001771479185119575,931,0
ELOF1-1|Non-Targeting-5,1,0.0001771479185119575,246,0
ELOF1-1|SRPK1-1,1,0.0001771479185119575,1718,0
ELOF1-1|Non-Targeting-5|PPP2CA-2|TMPRSS2-1,1,0.0001771479185119575,1589,0
ELOF1-2,63,0.011160318866253321,212,173.5342431190324
ELOF1-2|MBNL1-1,1,0.0001771479185119575,266,0
ELOF1-2|SUZ12-2,2,0.000354295837023915,207.0,59.0
ELOF1-2|GSK3A-2,3,0.0005314437555358724,312,329.27226154388137
ELOF1-2|KDM1A-1,1,0.0001771479185119575,772,0
ELOF1-2|EZH2-1|GSK3A-1,2,0.000354295837023915,245.5,50.5
ELOF1-2|MBNL1-2,1,0.0001771479185119575,428,0
ELOF1-2|SMARCD1-2,1,0.0001771479185119575,210,0
ELOF1-2|Non-Targeting-5|PPIB-2,1,0.0001771479185119575,817,0
ELOF1-2|HDAC1-2|TRA2B-2,1,0.0001771479185119575,1214,0
ELOF1-2|GSK3A-1|JUN-1|PPIB-1|TMPRSS2-1,1,0.0001771479185119575,685,0
ELOF1-2|HDAC1-2,1,0.0001771479185119575,1188,0
ELOF1-2|SMARCD1-1,2,0.000354295837023915,234.0,177.0
ELOF1-2|H2AFY-2|RAB1A-3|SRPK1-2,1,0.0001771479185119575,331,0
ELOF1-2|SET-1,2,0.000354295837023915,1795.5,7.5
ELOF1-2|HDAC1-1,1,0.0001771479185119575,74,0
ELOF1-2|RBM25-2|SUZ12-2,1,0.0001771479185119575,233,0
ELOF1-2|H2AFY-1,1,0.0001771479185119575,1334,0
ELOF1-2|PPIB-1,1,0.0001771479185119575,144,0
ELOF1-2|TRA2B-1,1,0.0001771479185119575,463,0
ELOF1-2|Non-Targeting-8,1,0.0001771479185119575,429,0
EZH2-1,71,0.012577502214348982,400,335.73656084206016
EZH2-1|Non-Targeting-8|SUZ12-1,1,0.0001771479185119575,926,0
EZH2-1|GRB2-2|HDAC1-1,1,0.0001771479185119575,2211,0
EZH2-1|HDAC1-1|HDAC1-2,2,0.000354295837023915,1368.0,376.0
EZH2-1|SMARCD1-1,1,0.0001771479185119575,654,0
EZH2-1|Non-Targeting-5,2,0.000354295837023915,405.0,29.0
EZH2-1|KDM1A-1,1,0.0001771479185119575,1226,0
EZH2-1|LMNA-2,1,0.0001771479185119575,2830,0
EZH2-1|JUN-2,2,0.000354295837023915,276.0,208.0
EZH2-1|Non-Targeting-8,2,0.000354295837023915,567.0,368.0
EZH2-1|JUN-2|TRA2B-2,1,0.0001771479185119575,1674,0
EZH2-1|PAIP2-1,1,0.0001771479185119575,387,0
EZH2-1|SET-1,1,0.0001771479185119575,101,0
EZH2-1|GSK3A-1,1,0.0001771479185119575,2027,0
EZH2-1|H2AFY-1,1,0.0001771479185119575,243,0
EZH2-1|RAB1A-2|SNRNP40-1,1,0.0001771479185119575,2643,0
EZH2-1|Non-Targeting-7,1,0.0001771479185119575,1961,0
EZH2-2,42,0.007440212577502214,369.0,320.37925725727877
EZH2-2|Non-Targeting-5,4,0.00070859167404783,740.0,161.25968963135207
EZH2-2|PPIB-1,3,0.0005314437555358724,956,242.98696810048614
EZH2-2|GRB2-1,1,0.0001771479185119575,1422,0
EZH2-2|TMPRSS2-2,1,0.0001771479185119575,493,0
EZH2-2|SNRNP40-1,2,0.000354295837023915,239.5,118.5
EZH2-2|H2AFY-1|PPIB-2,1,0.0001771479185119575,833,0
EZH2-2|Non-Targeting-8|UBXN1-2,1,0.0001771479185119575,2103,0
EZH2-2|MORF4L1-1|UBXN1-2,1,0.0001771479185119575,671,0
EZH2-2|GSK3A-1,2,0.000354295837023915,762.0,290.0
EZR-1,38,0.006731620903454384,172.0,237.12593081253664
EZR-1|Non-Targeting-5,1,0.0001771479185119575,520,0
EZR-1|UBE2N-2,1,0.0001771479185119575,1061,0
EZR-1|SMARCD1-1,2,0.000354295837023915,181.0,83.0
EZR-1|JUN-1,1,0.0001771479185119575,1574,0
EZR-1|GRB2-1,1,0.0001771479185119575,227,0
EZR-1|HRAS-2,1,0.0001771479185119575,100,0
EZR-1|Non-Targeting-8,1,0.0001771479185119575,279,0
EZR-1|GSK3A-1,1,0.0001771479185119575,552,0
EZR-1|SMARCD1-2,1,0.0001771479185119575,92,0
EZR-1|SRPK1-2,1,0.0001771479185119575,189,0
EZR-1|HDAC1-1,1,0.0001771479185119575,192,0
EZR-1|SRPK1-2|SUZ12-2,1,0.0001771479185119575,359,0
EZR-1|RBBP4-1,1,0.0001771479185119575,66,0
EZR-1|KDM1A-1|KDM1A-2|Non-Targeting-7,1,0.0001771479185119575,341,0
EZR-2,33,0.005845881310894597,382,444.671819019303
EZR-2|TRA2B-2,1,0.0001771479185119575,527,0
EZR-2|TMPRSS2-1,1,0.0001771479185119575,446,0
EZR-2|GRB2-1,1,0.0001771479185119575,728,0
EZR-2|UBE2N-2,2,0.000354295837023915,651.0,455.0
EZR-2|RBBP4-2,1,0.0001771479185119575,662,0
EZR-2|PPIB-1,1,0.0001771479185119575,287,0
EZR-2|SRPK1-1,1,0.0001771479185119575,33,0
EZR-2|SNRNP40-1,1,0.0001771479185119575,1827,0
EZR-2|JUN-1|UBE2N-2,1,0.0001771479185119575,903,0
EZR-2|PPIB-2|TMPRSS2-2,1,0.0001771479185119575,217,0
EZR-2|GSK3A-1|SRRT-1,1,0.0001771479185119575,344,0
EZR-2|GRB2-1|Non-Targeting-5|SNRNP40-1,1,0.0001771479185119575,1092,0
EZR-2|PAIP2-2,2,0.000354295837023915,233.0,13.0
EZR-2|RBBP4-1,1,0.0001771479185119575,1074,0
EZR-2|GRB2-2|TMPRSS2-2,1,0.0001771479185119575,886,0
EZR-2|KDM1A-1|MBNL1-2,1,0.0001771479185119575,1541,0
EZR-2|RAB1A-2|TRA2B-1|UBE2N-2,1,0.0001771479185119575,544,0
GRB2-1|SNRNP40-1,3,0.0005314437555358724,545,243.48351529872042
GRB2-1,42,0.007440212577502214,232.0,211.0976402492952
GRB2-1|GSK3A-2,1,0.0001771479185119575,465,0
GRB2-1|SMARCD1-1|SRPK1-1|SUZ12-2,1,0.0001771479185119575,186,0
GRB2-1|Non-Targeting-7,1,0.0001771479185119575,710,0
GRB2-1|GRB2-2|H2AFY-2|TMPRSS2-2,1,0.0001771479185119575,114,0
GRB2-1|PPIB-2,2,0.000354295837023915,278.0,177.0
GRB2-1|H2AFY-1,1,0.0001771479185119575,265,0
GRB2-1|SMARCD1-1|SNRNP40-1,1,0.0001771479185119575,196,0
GRB2-1|HDAC1-2,1,0.0001771479185119575,372,0
GRB2-1|MBNL1-2,1,0.0001771479185119575,366,0
GRB2-2,25,0.0044286979627989375,317,230.73088739915167
GRB2-2|SNRNP40-1,2,0.000354295837023915,288.5,226.5
GRB2-2|PPP2CA-2,1,0.0001771479185119575,731,0
GRB2-2|PAIP2-2,1,0.0001771479185119575,580,0
GRB2-2|RBM25-2,1,0.0001771479185119575,38,0
GRB2-2|JUN-2,1,0.0001771479185119575,511,0
GSK3A-1|TPR-1,2,0.000354295837023915,376.0,197.0
GSK3A-1,74,0.013108945969884853,357.5,299.8017557794552
GSK3A-1|JUN-2,4,0.00070859167404783,727.0,431.0587981934715
GSK3A-1|Non-Targeting-8,2,0.000354295837023915,1035.5,83.5
GSK3A-1|HDAC1-2|Non-Targeting-8,1,0.0001771479185119575,570,0
GSK3A-1|HRAS-2,1,0.0001771479185119575,444,0
GSK3A-1|GSK3A-2,1,0.0001771479185119575,1105,0
GSK3A-1|PPIB-2,2,0.000354295837023915,582.0,19.0
GSK3A-1|UBXN1-1,1,0.0001771479185119575,1016,0
GSK3A-1|PPP2CA-2,1,0.0001771479185119575,1302,0
GSK3A-1|H2AFY-2,1,0.0001771479185119575,366,0
GSK3A-1|SMARCD1-1,1,0.0001771479185119575,497,0
GSK3A-1|MBNL1-1,1,0.0001771479185119575,209,0
GSK3A-1|PAIP2-1,1,0.0001771479185119575,1351,0
GSK3A-1|TMPRSS2-1,2,0.000354295837023915,98.5,8.5
GSK3A-1|H2AFY-2|Non-Targeting-5|Non-Targeting-8|RBM25-2,1,0.0001771479185119575,876,0
GSK3A-1|RAB1A-2,1,0.0001771479185119575,363,0
GSK3A-1|PAIP2-1|SNRNP40-1,1,0.0001771479185119575,1649,0
GSK3A-1|UBE2N-1,1,0.0001771479185119575,1121,0
GSK3A-2|TMPRSS2-2,1,0.0001771479185119575,373,0
GSK3A-2|Non-Targeting-8,2,0.000354295837023915,361.5,23.5
GSK3A-2,61,0.010806023029229407,147,205.08662441803486
GSK3A-2|UBXN1-2,1,0.0001771479185119575,720,0
GSK3A-2|PPIB-2,2,0.000354295837023915,72.0,1.0
GSK3A-2|UBE2N-2,1,0.0001771479185119575,310,0
GSK3A-2|Non-Targeting-5,2,0.000354295837023915,461.5,143.5
GSK3A-2|Non-Targeting-7|RBBP4-1,1,0.0001771479185119575,316,0
GSK3A-2|SMARCD1-2,1,0.0001771479185119575,188,0
GSK3A-2|SUZ12-2,1,0.0001771479185119575,196,0
GSK3A-2|KDM1A-1,1,0.0001771479185119575,151,0
GSK3A-2|SET-1,1,0.0001771479185119575,3442,0
GSK3A-2|SMARCD1-1,1,0.0001771479185119575,126,0
GSK3A-2|JUN-2,2,0.000354295837023915,179.5,28.5
GSK3A-2|RAB1A-2,1,0.0001771479185119575,51,0
GSK3A-2|TMPRSS2-1,1,0.0001771479185119575,336,0
GSK3A-2|PPIB-1,1,0.0001771479185119575,329,0
GSK3A-2|HDAC1-2,1,0.0001771479185119575,1156,0
GSK3A-2|SNRNP40-1,2,0.000354295837023915,644.5,245.5
H2AFY-1|Non-Targeting-7,1,0.0001771479185119575,2290,0
H2AFY-1,37,0.006554472984942427,875,526.4908193950124
H2AFY-1|SET-1,1,0.0001771479185119575,1768,0
H2AFY-1|JUN-2|MBNL1-1,1,0.0001771479185119575,1937,0
H2AFY-1|SMARCD1-1,1,0.0001771479185119575,476,0
H2AFY-1|RBBP4-1,1,0.0001771479185119575,397,0
H2AFY-1|MORF4L1-1,2,0.000354295837023915,712.0,338.0
H2AFY-1|TMPRSS2-1,1,0.0001771479185119575,945,0
H2AFY-1|HRAS-1,1,0.0001771479185119575,730,0
H2AFY-2,40,0.0070859167404783,245.0,187.88805011229425
H2AFY-2|MBNL1-2,1,0.0001771479185119575,701,0
H2AFY-2|SMARCD1-1|UBE2N-2,1,0.0001771479185119575,1292,0
H2AFY-2|TRA2B-1,1,0.0001771479185119575,428,0
H2AFY-2|MORF4L1-2,1,0.0001771479185119575,511,0
H2AFY-2|RBBP4-1,1,0.0001771479185119575,514,0
HDAC1-1,24,0.004251550044286979,7.5,14.665660476849387
HDAC1-1|SNRNP40-2,1,0.0001771479185119575,233,0
HDAC1-1|SUZ12-1|TMPRSS2-2,1,0.0001771479185119575,683,0
HDAC1-1|MBNL1-1,1,0.0001771479185119575,427,0
HDAC1-1|Non-Targeting-5,1,0.0001771479185119575,583,0
HDAC1-1|KDM1A-1,1,0.0001771479185119575,267,0
HDAC1-1|Non-Targeting-7,1,0.0001771479185119575,349,0
HDAC1-1|JUN-1,1,0.0001771479185119575,82,0
HDAC1-1|MORF4L1-2|Non-Targeting-5,1,0.0001771479185119575,439,0
HDAC1-1|SET-2,1,0.0001771479185119575,182,0
HDAC1-2,33,0.005845881310894597,442,618.1317775349612
HDAC1-2|JUN-2,1,0.0001771479185119575,635,0
HDAC1-2|SRPK1-2,1,0.0001771479185119575,732,0
HDAC1-2|Non-Targeting-5|UBE2N-2,1,0.0001771479185119575,742,0
HDAC1-2|UBXN1-2,1,0.0001771479185119575,482,0
HDAC1-2|TRA2B-2,1,0.0001771479185119575,865,0
HDAC1-2|TMPRSS2-1,1,0.0001771479185119575,2170,0
HDAC1-2|RAB1A-3,1,0.0001771479185119575,989,0
HDAC1-2|Non-Targeting-5,1,0.0001771479185119575,801,0
HDAC1-2|PPIB-1,1,0.0001771479185119575,1567,0
HDAC1-2|MORF4L1-2,2,0.000354295837023915,1002.0,947.0
HRAS-1,26,0.004605845881310895,17.5,24.15543845804898
HRAS-1|Non-Targeting-7,1,0.0001771479185119575,291,0
HRAS-1|SNRNP40-1,1,0.0001771479185119575,751,0
HRAS-1|SUZ12-2,1,0.0001771479185119575,153,0
HRAS-1|HRAS-2,1,0.0001771479185119575,188,0
HRAS-1|PPIB-1,1,0.0001771479185119575,729,0
HRAS-1|SUZ12-2|TMPRSS2-2,1,0.0001771479185119575,444,0
HRAS-2,34,0.006023029229406555,193.5,164.66963886945865
HRAS-2|Non-Targeting-8,1,0.0001771479185119575,439,0
HRAS-2|PPIB-1,2,0.000354295837023915,1071.0,383.0
HRAS-2|PAIP2-2,1,0.0001771479185119575,458,0
HRAS-2|JUN-2|Non-Targeting-5|PAIP2-1,1,0.0001771479185119575,1408,0
HRAS-2|MBNL1-1,1,0.0001771479185119575,244,0
HRAS-2|MBNL1-2,1,0.0001771479185119575,81,0
JUN-1,59,0.010451727192205492,197,190.8661158353884
JUN-1|Non-Targeting-8,2,0.000354295837023915,290.0,175.0
JUN-1|SET-1,1,0.0001771479185119575,1757,0
JUN-1|TMPRSS2-2,2,0.000354295837023915,47.5,0.5
JUN-1|TRA2B-2,1,0.0001771479185119575,730,0
JUN-1|RAB1A-2,1,0.0001771479185119575,955,0
JUN-1|RAB1A-3,1,0.0001771479185119575,79,0
JUN-1|PPIB-1,1,0.0001771479185119575,279,0
JUN-1|PAIP2-2,1,0.0001771479185119575,313,0
JUN-1|Non-Targeting-5|Non-Targeting-7,1,0.0001771479185119575,284,0
JUN-1|PAIP2-2|SNRNP40-1,1,0.0001771479185119575,351,0
JUN-1|SRPK1-2,1,0.0001771479185119575,340,0
JUN-1|JUN-2|LMNA-1,1,0.0001771479185119575,576,0
JUN-2|MORF4L1-2|SMARCD1-1|SRPK1-2|TMPRSS2-1,1,0.0001771479185119575,575,0
JUN-2|UBE2N-1,2,0.000354295837023915,374.0,263.0
JUN-2,65,0.011514614703277236,233,207.75105493932483
JUN-2|Non-Targeting-5,1,0.0001771479185119575,516,0
JUN-2|Non-Targeting-7,4,0.00070859167404783,305.5,283.99944982341077
JUN-2|SMARCD1-1,1,0.0001771479185119575,370,0
JUN-2|MORF4L1-2,1,0.0001771479185119575,371,0
JUN-2|PPIB-1,2,0.000354295837023915,455.5,168.5
JUN-2|MORF4L1-2|SRPK1-2|TMPRSS2-1,1,0.0001771479185119575,379,0
JUN-2|TRA2B-2,1,0.0001771479185119575,1794,0
JUN-2|PAIP2-1,1,0.0001771479185119575,512,0
JUN-2|MBNL1-2|PAIP2-2,1,0.0001771479185119575,1165,0
JUN-2|MBNL1-1,1,0.0001771479185119575,123,0
KDM1A-1|TMPRSS2-1,1,0.0001771479185119575,111,0
KDM1A-1,24,0.004251550044286979,573.0,432.7821494573094
