Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000206195,DUXAP8,0.03301059507822393,-0.3466818471679707,0.8970716366612504,0.03769061286954137,-0.06272939177808823,1,0.0427117942348497,0.18914179389939267,1,0.06043555879244336,0.7498973539848439,0.5401151059039462
ENSG00000272872,AP000525.1,0.0009298759176964487,1.381238607395229,0.8970716366612504,0.0004711326608692671,0.24127679511201094,1,0,0.11987913146227847,1,0,1.3865219745284936,1
ENSG00000288024,AC005301.2,0.00046493795884822435,1.796276106674073,0.8970716366612504,0,-0.17376070416683298,1,0,1.1198791314622785,1,0,2.3865219745284936,1
ENSG00000177663,IL17RA,0.008368883259268038,-0.165249745511292,1,0.008480387895646807,-0.13528655635219788,1,0.007270092635719098,-0.2647847187730461,1,0.01949534154594947,1.3541004968361152,0.4100827642771336
ENSG00000069998,HDHD5,0.01580789060083963,0.49929436891694046,0.8970716366612504,0.012249449182600944,-0.09129854397485992,1,0.008178854215183985,-0.645655614900698,1,0.013646739082164629,0.25723895758352633,1
ENSG00000185837,HDHD5-AS1,0.0018597518353928974,0.3108492795038291,1,0.0014133979826078014,-0.17376070416683298,1,0.0027262847383946616,1.1198791314622785,1,0,-0.07290964410880463,1
ENSG00000099954,CECR2,0,-0.7886863940470832,1,0,-0.7587232048879891,1,0.0009087615794648872,2.1198791314622785,1,0.001949534154594947,3.3865219745284936,0.562476527317977
ENSG00000182902,SLC25A18,0,-0.2037238933259271,1,0,-0.17376070416683298,1,0,1.1198791314622785,1,0.001949534154594947,4.386521974528494,0.4372046476889631
ENSG00000236754,AC007666.1,0,-0.2037238933259271,1,0,-0.17376070416683298,1,0,1.1198791314622785,1,0.001949534154594947,4.386521974528494,0.4372046476889631
ENSG00000131100,ATP6V1E1,0.025106649777804114,0.4483528032537647,0.8838869244172733,0.019787571756509217,-0.10504795408281886,1,0.017266470009832856,-0.27243829131648134,1,0.015596273236759576,-0.30153401915676703,1
ENSG00000099968,BCL2L13,0.010228635094660935,-0.23475078894655255,1,0.010364918539123876,-0.20478759978745753,1,0.00999637737411376,-0.15313936294413732,1,0.02534394400973431,1.3865219745284927,0.389301177767639
ENSG00000015475,BID,0.02696640161319701,-0.2752771543509622,0.9983521612968729,0.0343926842434565,0.26750833668519114,1,0.03453294001966571,0.2353563488822159,1,0.023394409855139364,-0.3224292434681173,1
ENSG00000243156,MICAL3,0.02231702202471477,-0.611381862239174,0.6907118328447583,0.031094755617371628,0.08497356423333535,1,0.033624178440200825,0.22825529250707177,1,0.05068788801946862,0.8934819632483757,0.4462666968196421
ENSG00000235445,AC016027.3,0,-0.2037238933259271,1,0.0004711326608692671,1.826239295833167,1,0,1.1198791314622785,1,0,2.3865219745284936,1
ENSG00000234913,AC016027.2,0.00046493795884822435,0.7962761066740729,1,0.0004711326608692671,0.826239295833167,1,0,0.5349166307411224,1,0,1.8015594738073375,1
