Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000078369,GNB1,0.061118573539004156,-0.191016263668204,1,0.07668716491148805,0.2753297950216522,1,0.045014098948987454,-0.6422375783667493,1,0.07040239485747114,0.10104740829732028,1,0.08289515730761413,0.374618739866198,1
ENSG00000142609,CFAP74,0,-0.7792914984301955,1,0.0011531904497968128,1.8440516547355976,1,0.0010717642606901776,1.8222685971763948,1,0,1.3914399297515772,1,0,0.3927660865764562,1
ENSG00000187730,GABRD,0,0.22070850156980448,1,0.0005765952248984064,2.2590891540144415,1,0,1.4072310978975509,1,0,2.391439929751577,1,0,1.3927660865764562,1
ENSG00000067606,PRKCZ,0.0028295635897687106,-0.8947687158501321,0.9412372514258726,0.0034595713493904383,-0.5774121137026791,1,0.0032152927820705327,-0.4001238241600529,1,0.017600598714367786,2.2539364060016407,0.19541173561790118,0.007439308989144857,0.8078035858553019,1
ENSG00000182873,PRKCZ-AS1,0.0005659127179537422,1.2207085015698045,1,0,-0.32587334670671453,1,0,0.8222685971763948,1,0.0019556220793741984,3.391439929751577,0.5616995540607415,0,0.8078035858553001,1
ENSG00000162585,FAAP20,0.024900159589964655,0.33752216655255474,1,0.02075742809634263,-0.03925212055530558,1,0.02465057799587408,0.2917538804776152,1,0.011733732476245191,-0.7200683854654146,0.8946883536281566,0.018066893259351794,-0.21866862550588984,1
ENSG00000157933,SKI,0.011318254359074843,0.48374290740359793,1,0.0069191426987808766,-0.4667358825465646,1,0.005358821303450887,-0.6516625911560174,1,0.019556220793741984,1.359018452059198,0.4189636145620466,0.007439308989144857,-0.19219641414469812,1
ENSG00000287356,AL590822.3,0,0.22070850156980448,1,0.0005765952248984064,2.2590891540144415,1,0,1.4072310978975509,1,0,2.391439929751577,1,0,1.3927660865764562,1
ENSG00000116151,MORN1,0.0022636508718149686,-0.627288404985145,1,0.0023063808995936255,-0.5889077525405089,1,0.005358821303450887,0.9047307573683678,1,0.0058668662381225955,1.1435124163079893,0.72479139245707,0.0053137921351034696,0.890265746047274,1
ENSG00000272420,AL513477.2,0,-0.7792914984301955,1,0.0011531904497968128,1.8440516547355976,1,0,0.40723109789755085,1,0,1.3914399297515772,1,0.0010627584270206938,1.8078035858553,1
ENSG00000157916,RER1,0.04980031917992931,0.4676232420403217,0.9167573370768289,0.038055284843294825,-0.1010864102298843,1,0.039655277645536564,0.004106920162207928,1,0.027378709111238776,-0.5090243966975097,1,0.0340082696646622,-0.24934032124830807,1
ENSG00000157911,PEX10,0.007356865333398648,-0.10121959331755814,1,0.009802118823272908,0.4748178450698788,1,0.005358821303450887,-0.434071156083391,1,0.013689354555619388,1.0338879251334916,0.5790717985803154,0.0053137921351034696,-0.4485361674044839,1
ENSG00000157881,PANK4,0.0011318254359074843,-0.36425399915135337,1,0.0017297856746952191,0.25908915401444155,1,0.0032152927820705327,1.4072310978975509,1,0.0019556220793741984,1.0695118348642136,1,0.0010627584270206938,0.07083799168909444,1
ENSG00000272449,AL139246.5,0.0011318254359074843,1.8056710022909606,0.9412372514258726,0,-0.7409108459855585,1,0,0.40723109789755085,1,0.0019556220793741984,2.806477429030421,0.6211839012830638,0,0.3927660865764562,1
ENSG00000157870,PRXL2B,0.003961389025676196,1.6357460008486493,0.7312636136865833,0.0005765952248984064,-1.3258733467067145,1,0.0010717642606901776,-0.17773140282360522,1,0,-0.3089997883895155,1,0.0031882752810620816,1.0708379916890953,1
ENSG00000215912,TTC34,0,-0.3642539991513516,1,0.0005765952248984064,1.2590891540144415,1,0.0010717642606901776,2.407231097897551,1,0,1.806477429030421,1,0,0.8078035858553001,1
ENSG00000287396,AL592464.3,0,-0.3642539991513516,1,0.0011531904497968128,2.8440516547355976,1,0,0.8222685971763948,1,0,1.806477429030421,1,0,0.8078035858553001,1
ENSG00000142611,PRDM16,0.0005659127179537422,1.2207085015698045,1,0,-0.32587334670671453,1,0,0.8222685971763948,1,0,1.806477429030421,1,0.0010627584270206938,2.392766086576456,1
ENSG00000130762,ARHGEF16,0.0005659127179537422,-1.2387231170674937,0.9412372514258726,0.0023063808995936255,0.5810172489018033,1,0.005358821303450887,2.184838676561103,1,0.0019556220793741984,0.932008311114279,1,0,-1.1921964141447,1
ENSG00000162591,MEGF6,0.0005659127179537422,1.2207085015698045,1,0.0005765952248984064,1.2590891540144415,1,0,0.8222685971763948,1,0,1.806477429030421,1,0,0.8078035858553001,1
ENSG00000158109,TPRG1L,0.0028295635897687106,-0.10121959331755903,1,0.002882976124492032,-0.06283894087292019,1,0.00428705704276071,0.7291591927849126,1,0.0019556220793741984,0.14351241630799016,1,0.004251033708082775,0.7146941814638188,1
