Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000184281,TSSC4,0.030467499255986536,0.24849991650553171,1,0.03438908072268775,0.47263190360104,1,0.009373812258981982,-1.3849520066341885,0.44143479652576123,0.034735001722839755,0.4496370984037821,1,0.015102171868908117,-0.7873691149807485,1,0.014753681218703034,-0.7670180104262005,1
ENSG00000053918,KCNQ1,0.0005163982924743481,0.44314734735907635,1,0.0006877816144537551,1.0225989829659916,1,0.0018747624517963964,2.7397437408151255,0.6712818215255109,0,0.4830600999412322,1,0,1.1480906328245393,1,0,1.509106394848036,1
ENSG00000269821,KCNQ1OT1,0.010327965849486961,-1.194282573256217,0.3457159451295088,0.025447919734788937,0.5156389942461086,1,0.0506185861985027,1.6242665233951898,0.18152380718206002,0.01568677497160505,-0.3104890225913408,1,0.023492267351634847,0.3545415102919671,1,0.010538343727645024,-0.7261100668459948,1
ENSG00000129757,CDKN1C,0,-1.779245073977373,0.848001674994315,0.0013755632289075101,0.870595889520942,1,0,0.5173513194786779,1,0.0022409678530864357,1.7460945057750248,1,0.0033560381930906923,2.4111250386583345,1,0,0.7017514727904324,1
ENSG00000254827,SLC22A18AS,0.008262372679589569,1.1155726893305706,0.5975224089720858,0.0027511264578150203,-0.8778653434830934,1,0.0018747624517963964,-0.6294900688505924,1,0.0033614517796296535,-0.37492089518633964,1,0.006712076386181385,0.662663805654299,1,0.006323006236587015,0.6511253997204651,1
ENSG00000110628,SLC22A18,0.014975550481756094,0.35003794296759416,1,0.013755632289075101,0.1669888923011671,1,0.016872862066167567,0.5591714951733051,0.8799548511563235,0.0033614517796296535,-1.726393265687717,1,0.01342415277236277,0.20949117748868318,1,0.014753681218703034,0.37982337790307064,1
ENSG00000181649,PHLDA2,0.04337745656784524,0.39310666485947987,0.8928128201212178,0.037140207180502774,0.04907119432718243,1,0.014998099614371171,-1.2058084751624971,0.5063025005680563,0.036975969575926186,0.05482310290752945,1,0.03859443922054296,0.1405960962776165,1,0.027399693691877065,-0.34887460027953576,1
ENSG00000205531,NAP1L4,0.04492665144526828,-0.23355772198965585,1,0.06258812691529171,0.437636482244836,1,0.048743823746706307,-0.0078690975505884,1,0.049301292767901586,-0.013771490501258477,1,0.05034057289636039,0.03619775275364301,1,0.04004570616505109,-0.2930868220937892,1
ENSG00000110619,CARS,0.018073940236602182,-0.46017663322925095,0.8928128201212178,0.02819904619260396,0.43002329813496054,1,0.022497149421556756,0.0709496492904993,1,0.029132582090123663,0.4565878885800414,1,0.020136229158544156,-0.10566595942124302,1,0.018969018709761046,-0.15765019703676764,1
ENSG00000021762,OSBPL5,0.0041311863397947846,0.49759513138145195,1,0.0027511264578150203,-0.15797326267582967,1,0.0074990498071855856,1.5591714951733042,0.5381591968451886,0.0011204839265432178,-0.8388679949461304,1,0.0016780190965453461,-0.17383746206282247,1,0.00421533749105801,0.846141382125607,1
ENSG00000005801,ZNF195,0.007229576094640873,-0.5568526526409245,0.8928128201212178,0.008253379373445061,-0.2465876498493973,1,0.018747624517963964,1.1694280160583714,0.44705218436717165,0.011204839265432177,0.3277818744633221,1,0.01342415277236277,0.6455902922953571,1,0.00843067498211602,0.04967477621073879,1
ENSG00000255367,AC127526.2,0,0.028109848080232425,1,0,0.6075614836871477,1,0,2.3247062415362834,1,0.0011204839265432178,3.4830600999412322,1,0,2.1480906328245393,1,0,2.509106394848036,1
ENSG00000129749,CHRNA10,0,0.028109848080232425,1,0.0006877816144537551,2.6075614836871477,1,0,2.3247062415362834,1,0,1.4830600999412322,1,0,2.1480906328245393,1,0,2.509106394848036,1
ENSG00000110713,NUP98,0.028401906086089144,-0.7494977305833208,0.5480045867666705,0.04608136816840159,0.2031712286078129,1,0.06936621071646666,0.8583882373137453,0.44143479652576123,0.058265164180247325,0.6036502407548205,1,0.03523840102745227,-0.21265671095334948,1,0.02950736243740607,-0.44818915419772587,1
ENSG00000148985,PGAP2,0.01600834706670479,0.5686782294429342,0.8781518849055141,0.013067850674621346,0.12213465651690658,1,0.011248574710778378,0.023536706815717068,1,0.01008435533888896,-0.23940592452985854,1,0.00839009548272673,-0.3962298833992701,1,0.00843067498211602,-0.3187126297692835,1
ENSG00000177105,RHOG,0.02375432145382001,0.29729648089562044,1,0.022696793276973916,0.1872296847387913,1,0.011248574710778378,-0.7505818857679545,0.8249476621151426,0.024650646383950793,0.3341967140267501,1,0.01342415277236277,-0.5399653608607196,1,0.01686134996423204,-0.17894959883722272,1
