Sample ID,Sample barcodes,Sample description,GEX: Cells,GEX: Confidently mapped reads in cells,GEX: Median UMI counts per cell,GEX: Median genes per cell,GEX: Total genes detected,CRISPR: Cells,CRISPR: Cells with one or more protospacers detected,CRISPR: Cells with two or more protospacers detected,CRISPR: Fraction guide reads,CRISPR: Fraction protospacer not recognized,CRISPR: Fraction reads with putative protospacer sequence,CRISPR: Mean guide reads usable per cell,CRISPR: Median UMI counts per cell,CRISPR: Number of reads in cells
samples-ec,,,5645,0.8357400599819919,439,341,19146,5645,0.7939769707705935,0.18724534986713903,0.7935660320540178,0.03323607769609367,0.820847793081543,358,161,2547013
