Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000164169,PRMT9,0.0024464593213443823,-0.6596273212105004,1,0.003393453109087157,-0.2046915436040786,1,0.00683172785135157,0.94008851454522,1,0.007260638737740434,1.2845548303682879,1,0.003358228935846864,-0.10353211040669752,1,0.007813299517230636,1.1879523173983033,1,0.004283302924159194,0.47524438470670116,1,0.008760813817739143,1.5665199802548404,0.905659248022262,0.002676682377186617,0.17927882608549872,1,0,7.412185721758791,1
ENSG00000071205,ARHGAP10,0.008970350844929403,-0.48970231976818823,1,0.018663992099979362,0.7925838190593852,1,0.004099036710810943,-1.355367368980951,1,0.018151596844351085,0.7991280031980459,1,0.014552325388669744,0.3345890019851874,1,0.007813299517230636,-0.43823284604936585,1,0.010708257310397984,-0.01018244246354083,1,0.017521627635478286,0.7975946446910891,1,0.01873677664030632,0.7922557029762514,1,0,5.938254533426379,1
ENSG00000151623,NR3C2,0,-0.6596273212105004,1,0.0008483632772717893,0.6750142226782074,1,0.0027326911405406284,2.3995201331825182,1,0,1.7584860187006992,1,0.001119409645282288,1.159502295427096,1,0,0.8046236778467968,1,0.002141651462079597,2.212209978872907,1,0,2.0404511685872535,1,0,1.2947560435054353,1,0,9.582110723201103,1
ENSG00000234828,IQCM,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0.0043804069088695715,5.62541366930841,0.5051172069563983,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000170390,DCLK2,0.014678755928066294,-0.8491051200742135,1,0.019512355377251153,-0.38387946637535997,1,0.015029801272973455,-0.698511949778009,1,0.05808510990192347,1.3865172413137419,0.9083551969040288,0.026865831486774912,0.171090269702308,1,0.025393223430999565,0.12012550357472751,1,0.023558166082875562,0.02106849152089918,1,0.07884732435965229,1.8509733697235404,0.5051172069563983,0.03479687090342602,0.6102578692333642,1,0,4.95761985829331,1
ENSG00000198589,LRBA,0.02201813389209944,-0.9538104256149591,1,0.04665998024994841,0.32856380865677703,1,0.024594220264865654,-0.6857077036845132,1,0.05445479053305325,0.5752641946449302,1,0.03134347006790406,-0.3400687140634151,1,0.03711317270684552,-0.02995271294583013,1,0.05139963508991032,0.4706351314541113,1,0.11389057963060886,1.6868142139725526,0.5051172069563983,0.05353364754373234,0.5373263467795137,1,0,4.30288707926798,1
ENSG00000145425,RPS3A,0.8407665201020194,0.3333997553995278,1,0.6659651726583545,-0.09762900187337226,1,0.7596881370702946,0.12793137693301865,1,0.20329788465673215,-1.8201349551466297,0.9083551969040288,0.7332133176598986,0.07121174615583797,1,0.8379763732229857,0.2794094283026741,1,0.6703369076309138,-0.0739931221982647,1,0.1401730210838263,-2.335114889902183,0.5678298772892999,0.7601777951209991,0.12089922522959146,1,0,0.15096138570174783,1
ENSG00000109686,SH3D19,0.018756188130306932,-0.9491339384054855,1,0.03393453109087157,0.041611366899299895,1,0.02596056583513597,-0.3553673689809509,1,0.04719415179531282,0.6116446303714289,1,0.043656976166009234,0.48143039031445856,1,0.023439898551691908,-0.45686856317859004,1,0.029983120469114354,-0.09035279114752459,1,0.11389057963060886,1.9456729438351532,0.4984115578549247,0.0321201885262394,0.03326380248004668,1,0,4.530448603378611,1
ENSG00000189099,PRSS48,0.0024464593213443823,1.603407084623294,1,0,-1.003057682434429,1,0.0013663455702703142,1.0072027104037566,1,0.003630319368870217,2.5360935973642524,1,0,-0.5185696096855423,1,0.001953324879307659,1.5822312565103491,1,0,0.5341380737602694,1,0.0043804069088695715,2.818058747250806,0.8590573519860698,0,0.8797185442265913,1,0,9.167073223922259,1
ENSG00000270265,AC104819.3,0,0.9253351795106557,1,0,0.996942317565571,1,0.0013663455702703142,3.814557632461362,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000164142,FAM160A1,0,0.3403726787894996,1,0.0008483632772717893,1.996942317565571,1,0,1.229595131740206,1,0,2.758486018700699,1,0,0.8964678895933016,1,0,1.8046236778467968,1,0.002141651462079597,3.5341380737602686,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000059691,GATB,0.005708405083136892,0.28147898973593133,1,0.0076352694954461035,0.7953084563959214,1,0.004099036710810943,-0.04342336266621061,1,0.003630319368870217,0.38925220903498126,1,0.003358228935846864,-0.3765506048131133,1,0.003906649758615318,0.06765808368059112,1,0.004283302924159194,0.21220997887290682,1,0.008760813817739143,1.303485574421047,0.9951280225423484,0.005353364754373234,0.5577904493392287,1,0,7.16707322392226,1
ENSG00000109670,FBXW7,0.012232296606721912,-1.0171793258285842,1,0.018663992099979362,-0.33747672150498786,1,0.019128837983784397,-0.23274808231699495,1,0.04719415179531282,1.185019156817373,0.9083551969040288,0.029104650777339487,0.42896297042032305,1,0.01757992391376893,-0.2997129819679376,1,0.03854972631743274,0.875174991595336,1,0.04818447599756529,1.2216914832573993,0.6140782724627575,0.024090141394679552,0.1904193836906991,1,0,5.058548767144091,1
ENSG00000287555,AC023424.3,0.004077432202240637,0.050866061594514456,1,0.0016967265545435786,-1.0619513714879965,1,0.0027326911405406284,-0.24433605659220703,1,0.02541223558209152,3.0215204245344944,0.9083551969040288,0.003358228935846864,-0.10353211040669752,1,0.001953324879307659,-0.310853539573138,1,0.004283302924159194,0.47524438470670116,1,0.013141220726608715,2.0404511685872535,0.6642213701151304,0.002676682377186617,0.17927882608549872,1,0,7.412185721758791,1
ENSG00000268471,MIR4453HG,0,-0.07466482048934431,1,0.0008483632772717893,1.4119798168444149,1,0.0013663455702703142,2.229595131740206,1,0,2.3434485194218553,1,0,0.48143039031445767,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0,2.6254136693084096,1,0.002676682377186617,3.2947560435054353,1,0,10.167073223922259,1
ENSG00000170006,TMEM154,0,0.3403726787894996,1,0,0.41197981684441487,1,0,1.229595131740206,1,0,2.758486018700699,1,0,0.8964678895933016,1,0.001953324879307659,3.3895861785679546,1,0.002141651462079597,3.5341380737602686,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000169989,TIGD4,0.0008154864404481274,0.3403726787894996,1,0,-0.8104126044920346,1,0,0.00720271040375664,1,0,1.5360935973642516,1,0.001119409645282288,0.8964678895933016,1,0,0.5822312565103491,1,0.004283302924159194,2.797172479594064,1,0,1.8180587472508059,1,0.002676682377186617,2.2947560435054353,1,3.569105691056911,10.582110723201103,0.8310760615810298
ENSG00000164144,ARFIP1,0.0065238915235850195,-1.0340228359919985,1,0.020360718654522943,0.8859110051768271,1,0.010930764562162514,-0.14480038304129295,1,0.018151596844351085,0.7385864612629955,1,0.012313506098105168,0.00030370057784256943,1,0.011719949275845954,0.02701609918324621,1,0.01927486315871637,0.7475417118694621,1,0.008760813817739143,-0.037551343414019556,1,0.010706729508746468,-0.007806726514996143,1,0,5.881671005060012,1
ENSG00000137460,FHDC1,0.0008154864404481274,0.9253351795106557,1,0,-0.32498577732179257,1,0,0.49262953757399863,1,0.003630319368870217,3.343448519421856,0.9435410827070366,0,0.15950229542709593,1,0,1.0676580836805911,1,0,1.2122099788729077,1,0.008760813817739143,4.62541366930841,0.5051172069563983,0,1.5577904493392278,1,0,9.845145129034897,1
ENSG00000109654,TRIM2,0.0016309728808962549,-0.8116304146555509,1,0.004241816386358946,0.49444197703638704,1,0.0013663455702703142,-0.5777597903173985,1,0,-0.11598309921544203,1,0.006716457871693728,1.2887853123720623,1,0.005859974637922977,1.1416586651243676,1,0.004283302924159194,0.7971724795940638,1,0.008760813817739143,1.888448075142204,0.8286131512911796,0,-0.5797130744107069,1,0,7.707641605284963,1
ENSG00000121211,MND1,0.027726538975236335,0.6970661918375383,1,0.029692714704512624,0.8270173161232588,1,0.017762492413514082,-0.06458797266425353,1,0.0217819162132213,0.36944372795480085,1,0.021268783260363473,0.20344564301469337,1,0.003906649758615318,-1.8583413348756315,1,0.00642495438623879,-1.2860408886549193,1,0.013141220726608715,-0.19476529310677826,1,0,-2.9782624509009814,1,0,5.309092228794688,1
ENSG00000121210,TMEM131L,0.005708405083136892,-0.3225923339329295,1,0.006786906218174314,-0.04258604662106613,1,0.0027326911405406284,-1.0267446215195806,1,0.018151596844351085,1.6064829252556505,0.9083551969040288,0.012313506098105168,0.9789300497852755,1,0.005859974637922977,-0.002731244210806061,1,0.004283302924159194,-0.3071641802206724,1,0.017521627635478286,1.5897897595776875,0.7020538642582479,0.005353364754373234,0.03841629024564952,1,0,6.675220127592585,1
ENSG00000171566,PLRG1,0.013047783047170039,-0.053291169696777274,1,0.016118902268163995,0.31887041245293446,1,0.020495183554054712,0.7270947912110222,1,0.0217819162132213,0.8840169007845589,1,0.010074686807540593,-0.40609488042712893,1,0.009766624396538295,-0.3108535395731389,1,0.008566605848318387,-0.4477145795294719,1,0.013141220726608715,0.30348557442104696,1,0.013383411885933085,0.17927882608549872,1,0,5.792033792575335,1
ENSG00000171564,FGB,0.013047783047170039,-1.1571269806813174,0.9920085239977089,0.039024710754502305,0.7186411550784673,1,0.05192113167027194,1.1692225137607242,1,0.03267287431983195,0.42697187498414024,1,0.00559704822641144,-2.209731514238623,1,0.009766624396538295,-1.3015757259851277,1,0.05568293801406951,1.2229363854659656,1,0.05256488290643486,1.1164000218205512,0.6856238264604434,0.005353364754373234,-1.8390997032293557,1,0,4.845145129034898,1
ENSG00000171560,FGA,0.005708405083136892,-1.484055756627046,0.8635045681650643,0.026299261595425467,1.0662049800026852,1,0.031425948116217226,1.2909956764043482,1,0.01089095810661065,-0.13228491154454147,1,0.002238819290564576,-2.425460205294061,1,0.01757992391376893,0.33647484210839185,1,0.02569981754495516,0.9126496970139986,1,0.008760813817739143,-0.2814769263001091,1,0.005353364754373234,-1.0271720513819282,1,0,5.6435112678652475,1
ENSG00000171557,FGG,0.0032619457617925098,-1.7300166491018985,0.8411335995521841,0.020360718654522943,1.2145337526381974,1,0.01639614684324377,0.7336376370777948,1,0.014521277475480867,0.6880966908093029,1,0.001119409645282288,-2.5629637290439957,1,0.003906649758615318,-1.0478191337393445,1,0.03212477193119395,1.8336983556191768,1,0.0043804069088695715,-0.4189804500500438,1,0.00803004713155985,-0.12028145577340954,1,0,6.100984033464488,1
ENSG00000121207,LRAT,0,-0.07466482048934431,1,0,-0.0030576824344290543,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0.002238819290564576,3.0663928910356137,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0.0043804069088695715,4.0404511685872535,0.6628147291944793,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000250910,AC097467.3,0,0.9253351795106557,1,0.0008483632772717893,2.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000250538,AC104407.1,0.0008154864404481274,1.3403726787894996,1,0.0008483632772717893,1.4119798168444149,1,0.0013663455702703142,2.229595131740206,1,0,2.3434485194218553,1,0,0.48143039031445767,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0,2.6254136693084096,1,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000185149,NPY2R,0,0.9253351795106557,1,0.0008483632772717893,2.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000164114,MAP9,0.008154864404481274,-0.6813223923098191,1,0.010180359327261471,-0.3249857773217917,1,0.017762492413514082,0.621912554518965,1,0.018151596844351085,0.7584860187007001,1,0.010074686807540593,-0.2841043560485188,1,0.013673274155153613,0.2603031616229874,1,0.021416514620795968,0.9274805019397938,1,0.017521627635478286,0.7575172053157537,1,0.0160600942631197,0.5373263467795137,1,0,5.900286683227359,1
ENSG00000164116,GUCY1A1,0.0008154864404481274,2.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000061918,GUCY1B1,0.0008154864404481274,1.9253351795106557,1,0,0.41197981684441487,1,0,1.229595131740206,1,0,2.758486018700699,1,0,0.8964678895933016,1,0,1.8046236778467968,1,0.002141651462079597,3.5341380737602686,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000151790,TDO2,0.0008154864404481274,-0.39659291537670605,1,0.002545089831815368,0.996942317565571,1,0.0027326911405406284,1.2295951317402043,1,0.003630319368870217,2.0215204245344944,1,0.001119409645282288,0.15950229542709593,1,0.001953324879307659,1.0676580836805911,1,0.002141651462079597,1.2122099788729068,1,0,1.1659820506711114,1,0,0.42028692558929315,1,0,8.707641605284962,1
ENSG00000256043,CTSO,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0.0043804069088695715,5.62541366930841,0.5051172069563983,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000145431,PDGFC,0.0024464593213443823,-1.0288611308762192,1,0.0076352694954461035,0.6750142226782092,1,0.004099036710810943,-0.13963867792551365,1,0.014521277475480867,1.7584860187007,0.9146398347865755,0.004477638581129152,-0.10353211040669752,1,0.001953324879307659,-0.6548079407904996,1,0.008566605848318387,0.9491755730391125,1,0.008760813817739143,1.2103761700295657,1,0.00803004713155985,0.9255222338397155,1,0,7.0796103826719206,1
ENSG00000109738,GLRB,0,-1.5340964391266407,1,0.0016967265545435786,0.41197981684441665,1,0.0013663455702703142,0.49262953757399863,1,0,0.8840169007845589,1,0.003358228935846864,1.4814303903144586,1,0.001953324879307659,1.0676580836805911,1,0,0.07470645512297303,1,0.008760813817739143,3.0404511685872535,0.5960787202499409,0.002676682377186617,1.5577904493392278,1,0,8.707641605284962,1
ENSG00000287226,AC084740.1,0.0008154864404481274,1.3403726787894996,1,0.0008483632772717893,1.4119798168444149,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0,0.48143039031445767,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0.0043804069088695715,4.0404511685872535,0.6628147291944793,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000164125,GASK1B,0.0032619457617925098,0.07733827295570528,1,0.002545089831815368,-0.25098519587801515,1,0.004099036710810943,0.5666301190177752,1,0.003630319368870217,0.9511310966430964,1,0.001119409645282288,-0.9108870324643021,1,0.003906649758615318,0.6526205844017472,1,0.004283302924159194,0.7971724795940638,1,0.008760813817739143,1.888448075142204,0.8304354769056912,0.00803004713155985,1.6317910307830061,1,0,7.707641605284963,1
ENSG00000164124,TMEM144,0.004892918642688765,1.7326901015682594,1,0.0016967265545435786,-0.003057682434427278,1,0,-0.9927972895962434,1,0,0.5360935973642516,1,0.001119409645282288,-0.21900932782663496,1,0,-0.4177687434896509,1,0.004283302924159194,1.5341380737602694,1,0.008760813817739143,2.6254136693084096,0.6585356579489383,0,0.07236362216898762,1,0,8.359718301864655,1
ENSG00000171509,RXFP1,0,0.3403726787894996,1,0,0.41197981684441487,1,0,1.229595131740206,1,0.003630319368870217,4.343448519421856,0.9083551969040288,0.001119409645282288,2.4814303903144577,1,0,1.8046236778467968,1,0,1.9491755730391134,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000205208,C4orf46,0.0024464593213443823,0.01844458390213788,1,0.003393453109087157,0.511515490395329,1,0.0013663455702703142,-0.2729052087889787,1,0.007260638737740434,1.9284110201430122,0.9770311551257688,0.003358228935846864,0.5745397947059407,1,0.003906649758615318,0.9745486792891107,1,0,-0.6357869276820427,1,0,0.45548866786609743,1,0.005353364754373234,1.4646810449477474,1,0,7.9971482224799475,1
ENSG00000171503,ETFDH,0.004077432202240637,-0.1335585095429126,1,0.004241816386358946,-0.06195137148799734,1,0.004099036710810943,0.05967013029789303,1,0.007260638737740434,1.1210560980854085,1,0.00559704822641144,0.42253670126089027,1,0.001953324879307659,-0.4683948165596181,1,0.008566605848318387,1.1556264505065394,1,0.013141220726608715,1.8705261671449414,0.6876619365467037,0.002676682377186617,0.021737549099018594,1,0,7.260182628313742,1
ENSG00000171497,PPID,0.0326194576179251,0.5015274706040795,1,0.027995988149969047,0.21404043923250615,1,0.02732691140540628,0.1845072422116676,1,0.018151596844351085,-0.25149806987192225,1,0.026865831486774912,0.14800665658926704,1,0.025393223430999565,0.09890901766503202,1,0.017133211696636775,-0.4456840443021006,1,0,-2.6034050211874717,0.6596569041354913,0.0160600942631197,-0.4828515351581171,1,0,4.938254533426379,1
ENSG00000052795,FNIP2,0.004892918642688765,0.20912814551124725,1,0.005090179663630736,0.2807352835661625,1,0.004099036710810943,0.11411791432026952,1,0.007260638737740434,1.173523517979544,1,0.006716457871693728,0.7652233563150492,1,0,-1.4683948165596181,1,0.008566605848318387,1.2122099788729068,1,0.0043804069088695715,0.818058747250805,1,0,-0.9782624509009814,1,0,7.309092228794688,1
ENSG00000164123,C4orf45,0,0.9253351795106557,1,0,0.996942317565571,1,0.0013663455702703142,3.814557632461362,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000109756,RAPGEF2,0.010601323725825658,-0.6423493297786651,1,0.01102872260453326,-0.5707421917237498,1,0.009564418991892198,-0.6611757985050364,1,0.03267287431983195,1.2224331184604909,0.9083551969040288,0.017910554324516607,0.24696513667743591,1,0.023439898551691908,0.6977084739302866,1,0.021416514620795968,0.567304937695468,1,0.030662848362087002,1.149680238342012,0.7213521800501639,0.021413459017492937,0.5902119270316053,1,0,5.582110723201104,1
ENSG00000168843,FSTL5,0,-0.6596273212105004,1,0.004241816386358946,4.581904818286728,0.6538432541413145,0,0.22959513174020607,1,0,1.7584860187006992,1,0,-0.10353211040669841,1,0,0.8046236778467968,1,0,0.9491755730391134,1,0,2.0404511685872535,1,0,1.2947560435054353,1,0,9.582110723201103,1
ENSG00000248431,AC021134.1,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0.001953324879307659,4.389586178567955,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000145414,NAF1,0.004892918642688765,-0.39659291537670693,1,0.006786906218174314,0.12247319964942971,1,0.008198073421621885,0.49262953757399863,1,0.003630319368870217,0.02152042453449443,1,0.007835867516976016,0.39396754906411946,1,0.005859974637922977,0.14165866512436853,1,0.01284990877247758,1.2122099788729068,1,0.0043804069088695715,0.30348557442104696,1,0.005353364754373234,0.17927882608549872,1,0,6.809521219304176,1
ENSG00000164128,NPY1R,0,-0.07466482048934431,1,0.0008483632772717893,1.4119798168444149,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0,0.48143039031445767,1,0,1.3895861785679546,1,0.004283302924159194,4.1191005744814255,1,0,2.6254136693084096,1,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000164129,NPY5R,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0.002141651462079597,4.534138073760269,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000198498,TMA16,0.02201813389209944,0.3928400986836351,1,0.020360718654522943,0.2484810845615355,1,0.015029801272973455,-0.2003927090046096,1,0.007260638737740434,-0.7995094344201865,1,0.020149373615081186,0.237504807428369,1,0.021486573672384247,0.374635837101982,1,0.010708257310397984,-0.567399952701793,1,0.02190203454434786,0.5238756428463471,1,0.010706729508746468,-0.49879307902713865,1,0,5.412185721758791,1
ENSG00000145416,MARCH1,0,-0.07466482048934431,1,0,-0.0030576824344290543,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0.001119409645282288,1.8964678895933016,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0.0043804069088695715,4.0404511685872535,0.6628147291944793,0.002676682377186617,3.2947560435054353,1,0,10.167073223922259,1
ENSG00000273449,AC093788.1,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0.003630319368870217,5.343448519421856,0.9083551969040288,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000248771,SMIM31,0,-0.07466482048934431,1,0.0008483632772717893,1.4119798168444149,1,0.0013663455702703142,2.229595131740206,1,0,2.3434485194218553,1,0,0.48143039031445767,1,0.001953324879307659,2.804623677846797,1,0,1.5341380737602694,1,0,2.6254136693084096,1,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000250486,FAM218A,0.0008154864404481274,2.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000170088,TMEM192,0.00978583728537753,-0.25686815171009325,1,0.010180359327261471,-0.185261013655178,1,0.008198073421621885,-0.4004552585094894,1,0.03267287431983195,1.7111803039223439,0.9083551969040288,0.010074686807540593,-0.15083782518505462,1,0.003906649758615318,-1.1339757774890593,1,0.023558166082875562,1.2122099788729068,1,0.013141220726608715,0.5379508280580696,1,0.0160600942631197,0.6647056532557407,1,0,6.017326104417578,1
ENSG00000109466,KLHL2,0.0032619457617925098,-0.7069330359888575,1,0.0076352694954461035,0.6184306943118418,1,0.004099036710810943,-0.18544236753863874,1,0.01089095810661065,1.3434485194218562,1,0.007835867516976016,0.6740754682568548,1,0.003906649758615318,-0.06984544006934357,1,0.004283302924159194,0.07470645512297214,1,0.008760813817739143,1.1659820506711123,1,0.005353364754373234,0.42028692558929315,1,0,7.037790206977293,1
ENSG00000052802,MSMO1,0.008154864404481274,-0.25908939162677136,1,0.01102872260453326,0.24970838794553796,1,0.008198073421621885,-0.13297494764450324,1,0.003630319368870217,-0.5391945299399845,1,0.012313506098105168,0.4516830469204063,1,0.009766624396538295,0.19318896576445077,1,0.01284990877247758,0.586605493654405,1,0.017521627635478286,1.1399868421381667,0.8547557507451048,0.00803004713155985,0.04682853006184917,1,0,6.260182628313742,1
ENSG00000109472,CPE,0.0024464593213443823,-0.3225923339329295,1,0.002545089831815368,-0.25098519587801515,1,0.0013663455702703142,-0.5777597903173985,1,0.003630319368870217,0.9511310966430964,1,0.008955277162258303,1.844000469699167,1,0.001953324879307659,-0.002731244210806061,1,0.002141651462079597,0.14182065098150876,1,0.0043804069088695715,1.2330962465296498,1,0.005353364754373234,1.142752950060384,1,0,7.707641605284963,1
ENSG00000287424,AC080079.2,0.0016309728808962549,2.5102976802318118,1,0,-0.0030576824344290543,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0.001119409645282288,1.8964678895933016,1,0,1.3895861785679546,1,0,1.5341380737602694,1,0,2.6254136693084096,1,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000038295,TLL1,0.0024464593213443823,1.3403726787894996,1,0.0016967265545435786,0.7745498962291233,1,0.0013663455702703142,0.8145576324613621,1,0,1.1735235179795431,1,0.001119409645282288,0.48143039031445767,1,0.001953324879307659,1.3895861785679546,1,0,0.3642130723179573,1,0,1.4554886678660974,1,0,0.7097935427842792,1,0,8.997148222479947,1
ENSG00000249675,AC097487.1,0,0.9253351795106557,1,0.0008483632772717893,2.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000196104,SPOCK3,0,-0.39659291537670605,1,0.0008483632772717893,0.996942317565571,1,0,0.49262953757399863,1,0,2.0215204245344935,1,0,0.15950229542709593,1,0.001953324879307659,2.3895861785679546,1,0,1.2122099788729077,1,0,2.303485574421048,1,0.005353364754373234,3.8797185442265913,1,0,9.845145129034897,1
ENSG00000248601,AC116634.1,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0,2.5341380737602694,1,0,3.6254136693084096,1,0.002676682377186617,4.879718544226591,1,0,11.167073223922259,1
ENSG00000109511,ANXA10,0.004077432202240637,1.18836958534445,1,0.0008483632772717893,-0.8104126044920346,1,0.004099036710810943,1.229595131740206,1,0,0.43655792381333747,1,0.001119409645282288,-0.32592453174314606,1,0.001953324879307659,0.5822312565103491,1,0.004283302924159194,1.418660856340333,1,0,0.7185230736998918,1,0.002676682377186617,1.0723636221689876,1,0,8.260182628313741,1
ENSG00000287188,AC068989.1,0,-0.07466482048934431,1,0.0008483632772717893,1.4119798168444149,1,0,0.8145576324613621,1,0,2.3434485194218553,1,0.001119409645282288,1.8964678895933016,1,0.001953324879307659,2.804623677846797,1,0,1.5341380737602694,1,0,2.6254136693084096,1,0,1.8797185442265913,1,0,10.167073223922259,1
ENSG00000137628,DDX60,0,-1.396592915376706,1,0.0008483632772717893,-0.1729826838767412,1,0.0013663455702703142,0.6446326310190482,1,0.007260638737740434,2.9284110201430122,0.9083551969040288,0.002238819290564576,1.0663928910356137,1,0,0.06765808368059112,1,0.002141651462079597,1.3642130723179564,1,0,1.3034855744210478,1,0.005353364754373234,2.4646810449477474,1,0,8.845145129034897,1
ENSG00000181381,DDX60L,0.008970350844929403,0.15274567561372798,1,0.003393453109087157,-1.2660920882682225,1,0.009564418991892198,0.3227045361316865,1,0.007260638737740434,0.2845548303682879,1,0.01119409645282288,0.5485445861729961,1,0.007813299517230636,0.1265517727341603,1,0.010708257310397984,0.5645117228037888,1,0.013141220726608715,1.0107038251932012,0.9763418235995779,0.013383411885933085,0.9100921932701098,1,0,6.466633505781168,1
ENSG00000129116,PALLD,0.07257829319988335,-0.49869110299544284,1,0.06108215596356883,-0.7790174082164989,1,0.03415863925675785,-1.5803996721901026,1,0.14884309412367888,0.6831978913964631,0.9578091894953973,0.1679114467923432,0.9987359409323529,1,0.11329284299984421,0.2666046787359173,1,0.05354128655198992,-0.8608192308911953,1,0.14893383490156545,0.6832343236967513,0.8071634883948803,0.2061045430433695,1.213836048121867,1,0,3.00720188714387,1
