Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000107404,DVL1,0.0032619457617925098,1.4399083523404137,1,0.0008483632772717893,-0.32498577732179257,1,0,-0.644873986175936,1,0,0.8840169007845589,1,0.002238819290564576,0.8964678895933016,1,0.003906649758615318,1.8046236778467968,1,0,0.07470645512297303,1,0,1.1659820506711114,1,0.002676682377186617,1.5577904493392278,1,0,8.707641605284962,1
ENSG00000175756,AURKAIP1,0.12232296606721911,0.19219636488496272,1,0.11622576898623513,0.09703815227315937,1,0.13800090259730172,0.38107446586169935,1,0.03267287431983195,-1.6632983130187284,0.9204803107083663,0.10858273559238193,-0.02020372680780147,1,0.12305946739638252,0.18746235473749318,1,0.10279927017982064,-0.08955682144960164,1,0.04380406908869572,-1.2415841991765975,1,0.09636056557871821,-0.17761463083936047,1,0,2.818345069691182,1
ENSG00000221978,CCNL2,0.005708405083136892,-0.07466482048934431,1,0.005938542940902525,-0.003057682434428166,1,0.004099036710810943,-0.3553673689809509,1,0.014521277475480867,1.5360935973642524,0.9205171633477248,0.008955277162258303,0.6971590813698958,1,0.001953324879307659,-0.8583413348756315,1,0.004283302924159194,-0.0903527911475237,1,0.013141220726608715,1.4554886678660974,0.8304354769056912,0.00803004713155985,0.7097935427842783,1,0,6.881671005060012,1
ENSG00000224870,MRPL20-AS1,0.0024464593213443823,0.11798025745305196,1,0.005090179663630736,1.3448656209858774,1,0,-1.2729052087889787,1,0,0.2559856781715162,1,0.001119409645282288,-0.5185696096855423,1,0.001953324879307659,0.38958617856795463,1,0.004283302924159194,1.2122099788729077,1,0.0043804069088695715,1.6254136693084096,1,0.005353364754373234,1.5577904493392278,1,0,8.07961038267192,1
ENSG00000242485,MRPL20,0.09867385929422343,0.3722567398092851,1,0.08313960117263534,0.052651750151858856,1,0.10930764562162512,0.5141626991236405,1,0.03630319368870217,-1.0705639744562228,1,0.07052280765278414,-0.21900932782663318,1,0.09375959420676763,0.25275196359406404,1,0.07495780117278589,-0.09035279114752415,1,0.03504325527095657,-1.0842445788620614,1,0.04015023565779925,-0.9782624509009814,1,0,3.2631913781860793,1
ENSG00000272455,AL391244.2,0.0008154864404481274,1.9253351795106557,1,0,0.41197981684441487,1,0.0013663455702703142,2.814557632461362,1,0,2.758486018700699,1,0,0.8964678895933016,1,0,1.8046236778467968,1,0,1.9491755730391134,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000179403,VWA1,0.0016309728808962549,-0.7376298332117734,1,0.005938542940902525,1.1895873955079663,1,0.0027326911405406284,0.15159261973893123,1,0.003630319368870217,1.0215204245344944,1,0.001119409645282288,-0.8404977045729041,1,0.003906649758615318,0.7266211658455237,1,0.002141651462079597,0.21220997887290682,1,0.008760813817739143,1.9624486565859804,0.8114537502574115,0.005353364754373234,1.2167535315041622,1,0,7.7747558011435,1
ENSG00000160072,ATAD3B,0,0.9253351795106557,1,0,0.996942317565571,1,0,1.8145576324613621,1,0,3.3434485194218553,1,0,1.4814303903144577,1,0,2.3895861785679546,1,0.002141651462079597,4.534138073760269,1,0,3.6254136693084096,1,0,2.8797185442265913,1,0,11.167073223922259,1
ENSG00000197785,ATAD3A,0.008970350844929403,0.30084431460286254,1,0.009331996049989681,0.3724514526577778,1,0.005465382281081257,-0.32294589128857343,1,0.003630319368870217,-0.21114033225578055,1,0.012313506098105168,0.8569395254066654,1,0.007813299517230636,0.25208265481801906,1,0.010708257310397984,0.6928358197793276,1,0,-0.9595488314127465,1,0,-1.7052439564945656,1,0,6.582110723201104,1
ENSG00000160075,SSU72,0.07502475252122773,0.33521097367372077,1,0.061930519240840615,-0.017605991003583732,1,0.06695093294324539,0.12302346754216131,1,0.03630319368870217,-0.6969657490240517,1,0.06268694013580813,0.010539656302097633,1,0.07227302053438338,0.2494964066664047,1,0.05996624093822871,-0.03414568581425659,1,0.04380406908869572,-0.41500059913749965,1,0.042826918034985874,-0.5085520454894668,1,0,3.627914412814228,1
ENSG00000215014,AL645728.1,0.0008154864404481274,0.603407084623294,1,0,-0.5880201831555851,1,0,0.22959513174020607,1,0,1.7584860187006992,1,0.004477638581129152,3.8033584852018203,1,0,0.8046236778467968,1,0,0.9491755730391134,1,0,2.0404511685872535,1,0,1.2947560435054353,1,0,9.582110723201103,1
ENSG00000228594,FNDC10,0.0024464593213443823,0.9253351795106557,1,0.0008483632772717893,-0.32498577732179257,1,0,-0.644873986175936,1,0.003630319368870217,2.0215204245344944,1,0.002238819290564576,0.8964678895933016,1,0,-0.06984544006934357,1,0.002141651462079597,1.2122099788729068,1,0,1.1659820506711114,1,0.005353364754373234,2.2947560435054353,1,0,8.707641605284962,1
ENSG00000272106,AL691432.2,0,0.3403726787894996,1,0.0008483632772717893,1.996942317565571,1,0,1.229595131740206,1,0,2.758486018700699,1,0,0.8964678895933016,1,0,1.8046236778467968,1,0.002141651462079597,3.5341380737602686,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000197530,MIB2,0.0065238915235850195,0.5102976802318118,1,0.0016967265545435786,-1.32498577732179,1,0.004099036710810943,-0.04342336266621061,1,0.003630319368870217,0.38925220903498126,1,0.008955277162258303,1.0663928910356146,1,0.003906649758615318,0.06765808368059112,1,0.002141651462079597,-0.42005823662660635,1,0.008760813817739143,1.303485574421047,0.9951280225423484,0.010706729508746468,1.3942917170563494,1,0,7.16707322392226,1
ENSG00000248333,CDK11B,0.012232296606721912,-0.02886113087621922,1,0.021209081931794733,0.996942317565571,1,0.008198073421621885,-0.5278345649857172,1,0.01089095810661065,0.13399515379290694,1,0.013432915743387456,0.15950229542709593,1,0.005859974637922977,-0.8198671870609964,1,0.014991560234557177,0.4048550568153022,1,0.017521627635478286,0.7575172053157537,1,0.002676682377186617,-1.3682089692169948,1,0,5.900286683227359,1
ENSG00000272004,FO704657.1,0,0.3403726787894996,1,0.0008483632772717893,1.996942317565571,1,0,1.229595131740206,1,0,2.758486018700699,1,0,0.8964678895933016,1,0,1.8046236778467968,1,0.002141651462079597,3.5341380737602686,1,0,3.0404511685872535,1,0,2.2947560435054353,1,0,10.582110723201103,1
ENSG00000189339,SLC35E2B,0.0008154864404481274,-0.882019742546948,1,0.002545089831815368,0.41197981684441487,1,0.004099036710810943,1.229595131740206,1,0.003630319368870217,1.5360935973642524,1,0.003358228935846864,0.8964678895933025,1,0.003906649758615318,1.274108961148018,1,0,-0.37275252184824836,1,0,0.7185230736998918,1,0.002676682377186617,1.0723636221689876,1,0,8.260182628313741,1
ENSG00000008128,CDK11A,0.00978583728537753,0.10221294159473526,1,0.01102872260453326,0.3124441432934999,1,0.00683172785135157,-0.3284003213806814,1,0.01089095810661065,0.5620888058971971,1,0.013432915743387456,0.6583081523985372,1,0.003906649758615318,-0.8328062427684939,1,0.002141651462079597,-1.2987519404044727,1,0.017521627635478286,1.192454262032303,0.8309255392471646,0.013383411885933085,0.7367605903845478,1,0,6.309092228794688,1
ENSG00000215790,SLC35E2A,0,-2.0746648204893443,1,0.002545089831815368,0.2965025994244783,1,0,-1.1854423675386379,1,0,0.3434485194218553,1,0.006716457871693728,1.9668572174847005,1,0,-0.6104138214320454,1,0.010708257310397984,2.659668955844129,1,0,0.6254136693084096,1,0.002676682377186617,0.9728279486180718,1,0,8.167073223922259,1
ENSG00000008130,NADK,0.008154864404481274,0.5267858030203811,1,0.006786906218174314,0.21267100862100818,1,0.0027326911405406284,-0.8099332324464319,1,0.003630319368870217,0.09552100597827096,1,0.01119409645282288,1.082881013824184,1,0,-1.895816040294295,1,0.004283302924159194,-0.0903527911475237,1,0.0043804069088695715,0.37748615586482437,1,0.010706729508746468,1.0723636221689867,1,0,6.881671005060012,1
